Geneid	271KO_RNA_1.bam	271KO_RNA_2.bam	271KO_RNA_3.bam
PBANKA_1229400	86	130	145
PBANKA_0213700	72	207	168
PBANKA_0831400	78	271	302
PBANKA_1316700	70	267	152
PBANKA_1116400	278	734	659
PBANKA_1210800	1699	8641	11322
PBANKA_1327080	7	58	22
PBANKA_1413000	534	1026	1315
PBANKA_1435300	675	1410	1716
PBANKA_0820100	165	320	495
PBANKA_0305800	99	428	326
PBANKA_1333600	347	935	877
PBANKA_0620800	633	1160	1288
PBANKA_1305300	1930	4164	4011
PBANKA_0937300	437	845	795
PBANKA_1218600	276	907	980
PBANKA_1302200	702	1736	1574
PBANKA_1123400	193	498	561
PBANKA_0803600	734	2306	1853
PBANKA_1359400	422	984	888
PBANKA_0943700	21	41	65
PBANKA_1219700	36	104	90
PBANKA_1301400	735	2141	1891
PBANKA_1200051	0	0	0
PBANKA_1351600	44	157	147
PBANKA_0205600	40	198	186
PBANKA_1357500	224	605	421
PBANKA_1139400	83	284	207
PBANKA_0703400	468	821	1067
PBANKA_0722900	17	61	36
PBANKA_0514300	5358	10983	13390
PBANKA_0403700	1081	1943	2067
PBANKA_0101900	420	1107	1075
PBANKA_1304400	826	2008	1716
PBANKA_1107700	1106	2381	2878
PBANKA_1015200	122	355	317
PBANKA_0613200	3105	7382	7019
PBANKA_0832500	1016	1624	1749
PBANKA_0815100	2991	6400	7056
PBANKA_0720400	6926	13633	13369
PBANKA_0821500	152	435	298
PBANKA_1320000	19	99	102
PBANKA_1354800	690	1598	2023
PBANKA_0402900	433	1112	1126
PBANKA_1423700	2974	6054	7578
PBANKA_1417200	9500	18334	22790
PBANKA_1318100	2934	9905	7593
PBANKA_1038500	345	988	1051
PBANKA_1418400	596	1153	1183
PBANKA_1102000	151	336	278
PBANKA_0606500	36	189	156
PBANKA_0713800	90	181	155
PBANKA_1328100	986	2388	2614
PBANKA_0830900	918	2268	2679
PBANKA_1126300	1111	2325	2616
PBANKA_1225600	315	615	744
PBANKA_0105100	1813	5886	8580
PBANKA_0507500	108	369	400
PBANKA_1326200	476	1209	1312
PBANKA_0834800	119	295	361
PBANKA_0715100	100	184	246
PBANKA_1020600	142	431	328
PBANKA_0301600	20137	31719	35721
PBANKA_0112681	0	0	0
PBANKA_0212100	1970	4034	3931
PBANKA_1242441	1	7	1
PBANKA_0800561	1	4	2
PBANKA_0200600	334	900	970
PBANKA_0710400	76	233	217
PBANKA_0814700	54	214	126
PBANKA_0705000	94	179	166
PBANKA_0303900	2042	4399	5050
PBANKA_0313800	1744	3822	3476
PBANKA_1036300	396	880	1019
PBANKA_0523300	82	349	257
PBANKA_1310200	2178	5521	5634
PBANKA_0401600	844	2043	1817
PBANKA_0315700	8	44	40
PBANKA_0906200	375	938	1106
PBANKA_0935700	101	273	296
PBANKA_1339100	32	114	136
PBANKA_0930100	1250	2798	2896
PBANKA_1439600	596	1504	1401
PBANKA_1422100	69	313	211
PBANKA_0514000	244	605	637
PBANKA_0701700	315	853	901
PBANKA_1116900	717	1797	2293
PBANKA_0208300	260	1133	858
PBANKA_1208300	137	211	246
PBANKA_0930500	122	386	283
PBANKA_0823900	189	474	448
PBANKA_0826600	395	731	857
PBANKA_0500781	0	1	0
PBANKA_0921800	301	1110	1128
PBANKA_0813500	616	1300	1079
PBANKA_1130200	185	616	654
PBANKA_0906700	1393	2911	3496
PBANKA_0404400	595	1933	2016
PBANKA_0705300	45	199	166
PBANKA_0610600	655	1288	1438
PBANKA_0701400	86	157	221
PBANKA_0417300	646	1631	1462
PBANKA_1230100	3762	9205	8177
PBANKA_0202400	553	1264	1251
PBANKA_API00011	0	0	0
PBANKA_1338900	24997	68569	73418
PBANKA_1013200	1347	3214	3047
PBANKA_0417900	484	1447	1209
PBANKA_0710300	288	743	636
PBANKA_1403000	132	358	243
PBANKA_1362000	1340	3106	3596
PBANKA_0214100	33	161	117
PBANKA_0930400	80	221	225
PBANKA_0621200	242	427	690
PBANKA_0714000	30367	61557	68811
PBANKA_0102900	2528	5669	6127
PBANKA_1228600	278	740	589
PBANKA_0817600	42	79	174
PBANKA_0212400	300	722	679
PBANKA_1441200	329	707	687
PBANKA_0200400	195	1375	1025
PBANKA_1009600	3851	6409	6777
PBANKA_0500200	0	0	0
PBANKA_0613500	152	428	422
PBANKA_1144800	815	2111	2406
PBANKA_0100041	26	46	53
PBANKA_0813200	65	184	154
PBANKA_1038200	3687	6651	7163
PBANKA_0803400	592	2275	2040
PBANKA_0827100	3336	6264	6859
PBANKA_1300081	1	1	0
PBANKA_1338500	234	584	656
PBANKA_1129100	4080	8731	8348
PBANKA_0836500	12	71	33
PBANKA_1100100	0	0	0
PBANKA_0505900	1951	3940	4465
PBANKA_1016700	4780	12267	9323
PBANKA_0416700	217	907	636
PBANKA_1435500	556	1592	1395
PBANKA_1454400	181	504	451
PBANKA_1415100	1339	2811	2982
PBANKA_1302600	876	2366	1870
PBANKA_1011400	5541	11250	10904
PBANKA_1356900	203	571	535
PBANKA_1431050	745	2789	3036
PBANKA_MIT00500	14	151	78
PBANKA_0205500	17	77	140
PBANKA_1243900	7628	14320	15648
PBANKA_1316500	652	1486	1539
PBANKA_0206200	130	290	279
PBANKA_1203400	223	516	645
PBANKA_1021600	19	77	110
PBANKA_0515900	1907	4645	4522
PBANKA_1006600	117	525	412
PBANKA_1138800	354	793	773
PBANKA_1236600	1895	3647	4000
PBANKA_0904900	196	811	727
PBANKA_0817700	773	1678	2110
PBANKA_0604500	2492	6966	6897
PBANKA_1218400	292	833	937
PBANKA_1241300	1507	2917	2992
PBANKA_1303200	572	2046	1646
PBANKA_0611800	704	2336	1910
PBANKA_0412600	27	134	93
PBANKA_1307700	616	1105	964
PBANKA_1131600	3532	7087	6955
PBANKA_1324500	20	72	72
PBANKA_MIT02700	365	1310	1231
PBANKA_0922000	218	507	517
PBANKA_1359000	7353	23858	22944
PBANKA_1448000	734	1701	1371
PBANKA_0719900	354	714	923
PBANKA_0112000	61	266	221
PBANKA_1336100	91	279	226
PBANKA_1400031	2	1	2
PBANKA_1235700	77	209	210
PBANKA_1322300	261	753	864
PBANKA_1404500	55	219	199
PBANKA_0302600	293	766	1028
PBANKA_1007000	222	718	580
PBANKA_0942500	636	2560	1933
PBANKA_0403500	21	148	109
PBANKA_0513600	930	2654	2731
PBANKA_1418900	3388	6600	8556
PBANKA_0208500	409	1336	1312
PBANKA_1019700	1372	3761	3488
PBANKA_1406200	1727	3580	4344
PBANKA_1464861	0	3	4
PBANKA_0825200	157	408	484
PBANKA_1209600	39	175	223
PBANKA_1449300	4660	9357	11529
PBANKA_1400086	0	1	0
PBANKA_1364800	95	231	329
PBANKA_1233600	16428	59231	78077
PBANKA_1311200	80	313	262
PBANKA_1140800	54	108	97
PBANKA_1240400	54	104	167
PBANKA_1121800	335	654	803
PBANKA_1334100	278	1291	847
PBANKA_1463800	35	102	53
PBANKA_1461500	296	900	745
PBANKA_0711600	104	179	265
PBANKA_1034300	2472	5044	4586
PBANKA_1320800	36603	64791	81321
PBANKA_0836000	456	1046	1146
PBANKA_0208800	2218	5151	4917
PBANKA_0834100	262	550	569
PBANKA_0203000	5832	17425	14232
PBANKA_1013100	611	2125	2018
PBANKA_1311000	237	525	604
PBANKA_API00224	0	0	1
PBANKA_1360500	459	1282	1267
PBANKA_1333500	92	269	319
PBANKA_1246961	0	3	0
PBANKA_1100061	0	0	0
PBANKA_0818200	201	365	485
PBANKA_0302700	47	133	84
PBANKA_0943600	1578	6232	5611
PBANKA_0203300	103	327	330
PBANKA_1144900	50	264	186
PBANKA_0506500	298	903	1080
PBANKA_1463400	159	443	629
PBANKA_1038800	1320	2436	2256
PBANKA_0901300	652	1106	1443
PBANKA_0925000	1153	2933	2916
PBANKA_1136200	422	2559	1886
PBANKA_1441000	15	66	58
PBANKA_1223100	583	2568	1602
PBANKA_0924100	1230	2892	3382
PBANKA_1119900	207	742	607
PBANKA_1122200	117	639	490
PBANKA_1404800	156	478	343
PBANKA_1235600	1965	5669	5391
PBANKA_1300200	165	532	366
PBANKA_1029000	540	724	1486
PBANKA_1237800	10459	21870	25175
PBANKA_0204400	906	2017	2221
PBANKA_1306300	1452	3366	3443
PBANKA_0824000	18	48	57
PBANKA_1246941	0	0	0
PBANKA_0316900	27	87	39
PBANKA_0512400	224	673	818
PBANKA_0510700	35	60	120
PBANKA_0214900	115	584	631
PBANKA_1234000	2856	12460	11169
PBANKA_1350350	0	0	0
PBANKA_1018000	104	478	374
PBANKA_0906600	404	887	1046
PBANKA_1129800	1765	3895	5097
PBANKA_1034600	536	1549	1738
PBANKA_1143600	1204	2670	2607
PBANKA_1106400	233	728	746
PBANKA_1447900	5418	11178	11691
PBANKA_1017700	492	2767	2524
PBANKA_0300500	33	90	69
PBANKA_1022800	449	1071	1135
PBANKA_0620100	547	1638	1815
PBANKA_1440800	67	218	159
PBANKA_1334300	944	3860	4407
PBANKA_1445800	767	1739	1812
PBANKA_1133700	480	1181	1011
PBANKA_1332100	527	1280	1115
PBANKA_1218300	3176	6188	7272
PBANKA_1352800	382	1219	1070
PBANKA_1226600	1042	2150	2046
PBANKA_1239900	1930	5391	4888
PBANKA_1119200	209	417	538
PBANKA_1119400	26	59	107
PBANKA_1428980	315	586	2019
PBANKA_1217900	386	1609	2449
PBANKA_0508200	15	101	53
PBANKA_1231200	152	362	301
PBANKA_0200650	10	36	24
PBANKA_0000901	0	0	0
PBANKA_1421700	5058	10177	12978
PBANKA_1000451	0	0	0
PBANKA_1113100	84	187	169
PBANKA_API00111	0	0	0
PBANKA_0516700	143	360	450
PBANKA_0514200	355	933	1213
PBANKA_MIT02100	11	31	27
PBANKA_1142900	833	2828	3047
PBANKA_1209900	1764	3963	4674
PBANKA_1348000	96	276	307
PBANKA_1437500	2461	4132	4464
PBANKA_1435200	1483	2795	3704
PBANKA_1224600	194	515	496
PBANKA_0706700	3164	6032	7579
PBANKA_0719200	390	974	1136
PBANKA_0519000	1615	5783	4339
PBANKA_1014800	3168	6166	6429
PBANKA_1133400	716	3065	1940
PBANKA_0500700	34	333	383
PBANKA_1452400	74	250	238
PBANKA_0001200	0	0	0
PBANKA_0608500	544	1285	1432
PBANKA_0105600	759	1569	1700
PBANKA_1009100	2225	5573	5449
PBANKA_0409300	1738	3468	3121
PBANKA_1433200	139	351	492
PBANKA_0700061	53	115	117
PBANKA_1400100	106	309	214
PBANKA_0404600	498	1004	928
PBANKA_1116100	319	854	727
PBANKA_0615100	686	2124	1749
PBANKA_1440000	481	960	1076
PBANKA_0505400	1104	2218	2715
PBANKA_0310300	1412	2771	3339
PBANKA_1007600	478	1165	969
PBANKA_0932000	715	2084	2079
PBANKA_0716000	4012	8166	8228
PBANKA_1024000	252	739	582
PBANKA_0216781	149	1040	867
PBANKA_1327600	94	233	183
PBANKA_1123700	405	865	840
PBANKA_1323400	985	3715	4515
PBANKA_0925100	2042	4268	4435
PBANKA_1116500	1041	2104	2212
PBANKA_1428900	2681	4796	5883
PBANKA_1357600	207	591	506
PBANKA_0108200	574	1354	1254
PBANKA_1110200	3744	8211	10766
PBANKA_1139300	19	62	43
PBANKA_0828900	2347	3908	2801
PBANKA_1344100	2053	4121	4702
PBANKA_0509800	117	321	342
PBANKA_0520900	800	3481	3281
PBANKA_1205000	1150	2692	1947
PBANKA_0836550	9	39	39
PBANKA_1024600	211	148	446
PBANKA_1339800	140	380	403
PBANKA_0816800	1872	3644	4694
PBANKA_1325600	359	1190	844
PBANKA_1205900	2260	5230	5767
PBANKA_0700741	100	2620	16579
PBANKA_1355100	2767	6142	4855
PBANKA_1231500	1634	3941	3856
PBANKA_0916900	234	600	530
PBANKA_1312100	804	1890	2043
PBANKA_1142100	744	1700	1802
PBANKA_0000600	0	1	1
PBANKA_1027700	654	1215	1308
PBANKA_MIT01900	866	4428	4921
PBANKA_0937880	1	6	7
PBANKA_0824200	756	1544	1875
PBANKA_0519900	4013	10715	9817
PBANKA_1326900	466	1413	1317
PBANKA_1413700	224	592	524
PBANKA_1414300	66	166	152
PBANKA_0502500	5663	12441	13194
PBANKA_0314900	584	1341	1300
PBANKA_0103700	62	151	138
PBANKA_1111600	382	1045	1223
PBANKA_1213900	47	325	201
PBANKA_1451000	145	395	415
PBANKA_0932700	59	300	158
PBANKA_1120500	15	48	37
PBANKA_0313200	177	304	351
PBANKA_0905300	402	720	841
PBANKA_1034500	76	146	177
PBANKA_1209800	799	2728	2161
PBANKA_0207300	138	459	329
PBANKA_1135700	1650	5371	3984
PBANKA_0312700	11407	21349	24618
PBANKA_0102300	317	914	793
PBANKA_0919000	256	1099	651
PBANKA_0615500	1279	2121	2472
PBANKA_1351100	437	1142	1063
PBANKA_1466100	17	43	30
PBANKA_0401500	1882	4820	4261
PBANKA_1354900	29312	50120	58838
PBANKA_0516800	100	304	173
PBANKA_1100041	0	0	0
PBANKA_0805600	313	677	715
