Geneid	271KO_RNA_1.bam	271KO_RNA_2.bam	271KO_RNA_3.bam
PBANKA_1115400	121	381	506
PBANKA_0700761	2073	8004	13041
PBANKA_0108700	1142	2594	2140
PBANKA_1353200	67	315	311
PBANKA_1015300	382	979	999
PBANKA_1103600	251	833	1007
PBANKA_1113400	7381	15180	19489
PBANKA_1322200	1173	2378	2590
PBANKA_1317100	662	1570	1559
PBANKA_1146100	8	29	29
PBANKA_1104300	153	370	284
PBANKA_0306100	2511	5643	6167
PBANKA_0905600	3822	6944	8200
PBANKA_1109200	136	355	238
PBANKA_1434500	94	324	300
PBANKA_0828200	833	1718	1718
PBANKA_0823600	561	935	859
PBANKA_1403200	70	270	216
PBANKA_0515400	1043	1910	2150
PBANKA_1304600	163	395	277
PBANKA_1031700	115	282	314
PBANKA_0204000	31	77	55
PBANKA_1013800	906	2051	2007
PBANKA_1117600	85	155	159
PBANKA_0917800	321	719	1147
PBANKA_1244200	2526	4870	4907
PBANKA_0914300	301	1017	794
PBANKA_1204400	1410	4064	3458
PBANKA_1037900	526	1481	1836
PBANKA_0622961	94	305	340
PBANKA_1206600	1764	5864	4061
PBANKA_0835900	90	309	247
PBANKA_0812300	185	441	417
PBANKA_1143900	74	204	206
PBANKA_1229900	3478	6065	6691
PBANKA_0615200	4703	11077	10177
PBANKA_0701800	225	730	621
PBANKA_0523400	92	231	177
PBANKA_0823100	14762	24733	28770
PBANKA_1137400	2987	10049	15761
PBANKA_0310800	343	861	799
PBANKA_1314800	5427	13451	10894
PBANKA_0100900	1274	2726	2770
PBANKA_1458200	256	706	759
PBANKA_0110100	1911	4661	5576
PBANKA_0309100	767	1946	1649
PBANKA_1462000	102	321	430
PBANKA_0836800	48	156	122
PBANKA_0936700	439	940	1134
PBANKA_1419300	10364	20549	24267
PBANKA_1009700	440	912	971
PBANKA_0801900	335	594	823
PBANKA_1408100	48	197	160
PBANKA_1223900	26	55	38
PBANKA_1419600	83	381	312
PBANKA_1131700	193	483	507
PBANKA_1452100	1479	3660	3733
PBANKA_1365600	89	448	308
PBANKA_0826300	220	494	473
PBANKA_API00035	0	0	0
PBANKA_1343300	1231	4013	2670
PBANKA_1246700	53	98	119
PBANKA_1464700	22	157	124
PBANKA_0508700	181	391	458
PBANKA_1105700	278	844	1242
PBANKA_0710700	119	279	276
PBANKA_1000031	0	1	0
PBANKA_0821200	2802	6055	7581
PBANKA_0100700	2191	8106	7730
PBANKA_1106200	238	571	629
PBANKA_0519600	225	449	491
PBANKA_1141300	77	252	259
PBANKA_1128900	892	2035	2448
PBANKA_0523600	353	910	1131
PBANKA_1332700	1180	4417	5944
PBANKA_1221200	729	2000	2000
PBANKA_0834900	541	1328	1407
PBANKA_0805100	413	1018	938
PBANKA_1358000	483	1598	1880
PBANKA_1324300	91	441	596
PBANKA_0935300	125	394	370
PBANKA_0913100	261	516	638
PBANKA_1438700	123	311	318
PBANKA_1413500	194	510	685
PBANKA_0837021	0	0	1
PBANKA_1343600	113	249	202
PBANKA_0905900	22157	44400	52795
PBANKA_0916700	17302	29859	36484
PBANKA_1020500	308	645	778
PBANKA_0804300	2140	3764	4342
PBANKA_1308000	8804	18868	18157
PBANKA_0805000	350	867	832
PBANKA_0603200	925	4994	3648
PBANKA_MIT01400	12	49	27
PBANKA_1411800	184	446	409
PBANKA_0810400	104	328	324
PBANKA_1001800	769	1575	1594
PBANKA_1421400	382	787	1007
PBANKA_0512200	148	483	460
PBANKA_1401100	128	385	390
PBANKA_0809300	37	176	160
PBANKA_0202700	4421	8442	9245
PBANKA_0807000	6254	12062	12772
PBANKA_1408500	246	699	737
PBANKA_1405200	772	1837	1400
PBANKA_1033100	914	3390	3373
PBANKA_0706800	394	1264	1016
PBANKA_0937840	0	0	0
PBANKA_0807500	1403	3478	3437
PBANKA_1145700	342	870	923
PBANKA_1429600	425	1313	1044
PBANKA_1031600	795	1203	1894
PBANKA_1031100	708	1667	1526
PBANKA_1212900	155	478	425
PBANKA_1000041	0	0	0
PBANKA_1115200	9297	19715	21847
PBANKA_0820300	433	1263	1043
PBANKA_1352100	5043	9391	11109
PBANKA_1439100	11342	21866	24205
PBANKA_1400041	7	19	18
PBANKA_1242200	165	499	458
PBANKA_1145751	2	5	1
PBANKA_1344500	1310	3573	3174
PBANKA_0906000	56	126	184
PBANKA_0413200	58	274	245
PBANKA_1421300	301	802	861
PBANKA_1024331	0	8	1
PBANKA_0944041	118	276	407
PBANKA_1305500	1328	2805	3345
PBANKA_1226000	152	289	301
PBANKA_1413100	113	292	269
PBANKA_1114900	1589	2825	3453
PBANKA_1219200	1193	3268	3250
PBANKA_1140100	1465	3786	3729
PBANKA_1358800	726	1529	1648
PBANKA_0407400	3694	7913	7754
PBANKA_0830800	345	1122	605
PBANKA_0837181	0	0	14
PBANKA_1113500	1115	3117	3168
PBANKA_0503500	10812	25117	26931
PBANKA_1304800	30	207	120
PBANKA_0317181	289	481	441
PBANKA_1336200	863	2259	3413
PBANKA_1406400	541	1239	1156
PBANKA_0403100	158	562	606
PBANKA_0505800	1799	3858	4597
PBANKA_0316841	57	219	184
PBANKA_1443200	52	265	155
PBANKA_1359200	1502	2802	2695
PBANKA_0616400	705	1116	1667
PBANKA_1311900	7	19	20
PBANKA_1007200	1827	3886	3340
PBANKA_1431600	342	1125	933
PBANKA_0417800	963	1978	2143
PBANKA_0502700	2776	6111	8146
PBANKA_0933800	223	585	479
PBANKA_0805700	12079	28771	19604
PBANKA_1220800	275	1037	820
PBANKA_1321300	254	755	678
PBANKA_0703200	167	442	421
PBANKA_1447600	124	324	417
PBANKA_1126900	2037	4457	4522
PBANKA_1328500	15	89	79
PBANKA_0611200	10	54	53
PBANKA_1226450	0	0	0
PBANKA_0105400	1072	2889	2453
PBANKA_0612100	112	273	333
PBANKA_1213400	74	164	167
PBANKA_1321100	940	2171	2096
PBANKA_1227400	1916	4361	4333
PBANKA_0807200	2022	4123	5210
PBANKA_1465861	0	0	0
PBANKA_0822100	385	941	972
PBANKA_0707600	254	704	767
PBANKA_0109400	59	235	200
PBANKA_1014400	913	2364	2241
PBANKA_1311400	2185	8538	10358
PBANKA_0906300	73	183	163
PBANKA_1033200	145	582	464
PBANKA_API00442	0	0	0
PBANKA_1456700	51	85	208
PBANKA_1448300	153	518	533
PBANKA_0409500	253	964	1151
PBANKA_1428500	291	978	719
PBANKA_0622700	227	884	687
PBANKA_0617400	279	1281	833
PBANKA_0601100	1679	3395	3376
PBANKA_1242421	0	1	0
PBANKA_1342000	190	495	524
PBANKA_1341700	889	1894	2011
PBANKA_0942100	134	333	354
PBANKA_1038000	90	723	428
PBANKA_0307200	689	1656	1424
PBANKA_0524700	2927	6533	6697
PBANKA_0824100	141	318	394
PBANKA_0714200	657	1758	1503
PBANKA_1446800	692	2293	1167
PBANKA_1146400	9	57	56
PBANKA_0108800	2104	4979	5935
PBANKA_0408900	290	907	954
PBANKA_0718100	146	322	406
PBANKA_0909900	724	2010	1797
PBANKA_1009900	3301	6344	7634
PBANKA_0906100	58	130	143
PBANKA_0103200	362	954	1358
PBANKA_1206000	1987	4416	4412
PBANKA_0418200	392	2210	1412
PBANKA_0721700	1743	3166	2983
PBANKA_1013000	801	1772	1857
PBANKA_1455700	273	1089	1251
PBANKA_1122600	174	561	414
PBANKA_1440100	636	1468	1335
PBANKA_0932600	9254	14678	17821
PBANKA_0901800	252	871	570
PBANKA_1001500	397	1251	1088
PBANKA_1452600	325	767	739
PBANKA_0831100	1044	2025	2324
PBANKA_1116200	191	577	565
PBANKA_1106100	3450	6462	7415
PBANKA_0927100	74	597	510
PBANKA_1200021	0	0	0
PBANKA_0914900	142	457	453
PBANKA_1224700	701	1559	1458
PBANKA_1204200	9682	19517	20221
PBANKA_1112500	284	690	579
PBANKA_0300200	6	37	18
PBANKA_0937700	690	1955	1769
PBANKA_0710600	451	1185	1124
PBANKA_1013300	318	744	736
PBANKA_0615900	19	31	55
PBANKA_0617600	112	254	341
PBANKA_0212900	269	755	795
PBANKA_0314300	206	679	820
PBANKA_1453800	138	375	479
PBANKA_0008901	0	0	0
PBANKA_1017100	525	1520	1382
PBANKA_0505500	531	1142	1187
PBANKA_1428100	512	1522	1384
PBANKA_0608800	99	253	215
PBANKA_1434900	508	927	1082
PBANKA_1108400	146	459	366
PBANKA_0818700	32	124	137
PBANKA_1011700	639	1335	1520
PBANKA_0206900	65	158	108
PBANKA_1022700	327	983	930
PBANKA_1034900	1223	2574	2632
PBANKA_0206100	244	618	835
PBANKA_1132100	200	671	671
PBANKA_0619200	5488	11919	15294
PBANKA_API00051	0	0	0
PBANKA_1023200	499	2436	1961
PBANKA_1323500	37	109	166
PBANKA_1031800	206	709	542
PBANKA_0102200	335	819	756
PBANKA_0911500	591	1157	1366
PBANKA_0941600	705	2174	2141
PBANKA_1219300	2571	7234	5431
PBANKA_1327041	0	7	5
PBANKA_1017000	34	64	83
PBANKA_0620900	997	2708	2123
PBANKA_1422300	290	634	582
PBANKA_0834500	367	684	848
PBANKA_0301400	426	828	822
PBANKA_1432400	4238	8454	9405
PBANKA_1203500	256	554	516
PBANKA_1408400	13	88	66
PBANKA_1237400	20	127	62
PBANKA_0620600	976	2141	2502
PBANKA_0920600	271	608	716
PBANKA_1100900	214	1345	1079
PBANKA_0304000	59	226	197
PBANKA_0813000	1444	4959	4263
PBANKA_1417800	628	1250	1371
PBANKA_1323700	190	484	489
PBANKA_0804000	933	2224	1846
PBANKA_1005000	57	130	112
PBANKA_1114000	187	668	543
PBANKA_1108600	1456	3644	3995
PBANKA_0520600	100	458	405
PBANKA_0913700	266	768	669
PBANKA_1460900	17	59	69
PBANKA_0911800	341	897	1187
PBANKA_0604400	438	970	808
PBANKA_1234400	114	307	205
PBANKA_1100071	0	0	0
PBANKA_1220100	367	947	945
PBANKA_1317900	347	899	869
PBANKA_0940600	503	1146	1176
PBANKA_0722801	5	4	14
PBANKA_1004900	108	238	253
PBANKA_1037500	2589	5113	5299
PBANKA_1144000	664	1841	1545
PBANKA_1415800	92	292	185
PBANKA_1325700	183	577	781
PBANKA_1211500	228	514	590
PBANKA_0709300	14	68	60
PBANKA_1236000	26	118	43
PBANKA_1431200	21	66	53
PBANKA_API00140	0	0	3
PBANKA_1137600	54	197	162
PBANKA_1204800	146	477	311
PBANKA_1441300	129	414	452
PBANKA_1313100	1336	2928	3171
PBANKA_0519500	198	271	534
PBANKA_1465800	2	13	17
PBANKA_1101700	177	473	354
PBANKA_0607600	393	1709	1466
PBANKA_1244300	852	2962	2711
PBANKA_API00220	0	0	1
PBANKA_1100850	7	16	17
PBANKA_1100600	0	2	3
PBANKA_1455400	374	1177	1123
PBANKA_0620300	6046	10678	12629
PBANKA_0826700	2116	6512	6569
PBANKA_0832300	42	142	108
PBANKA_1215300	51	151	119
PBANKA_0816900	278	956	976
PBANKA_1105300	113	377	422
PBANKA_0712000	259	780	960
PBANKA_1455900	70	217	172
PBANKA_0311600	963	2513	2787
PBANKA_0203100	1033	2326	2616
PBANKA_0804361	3	0	1
PBANKA_1304700	33	281	201
PBANKA_0938400	1471	5937	4452
PBANKA_1409800	68	709	370
PBANKA_1209500	103	266	319
PBANKA_1020000	775	1282	1565
PBANKA_1139600	1	7	5
PBANKA_0401900	564	1444	1722
PBANKA_1332900	37	224	135
PBANKA_0618100	555	1408	1200
PBANKA_0708700	41	155	112
PBANKA_0104200	100	372	469
PBANKA_1024500	22	98	49
PBANKA_0604200	2398	5836	5836
PBANKA_1460700	5904	9272	10609
PBANKA_0919600	185	487	378
PBANKA_1442800	107	302	177
PBANKA_1110900	89	166	302
PBANKA_0920100	224	714	595
PBANKA_1246500	17	31	37
PBANKA_1021000	226	608	524
PBANKA_1234100	613	1307	1341
PBANKA_0712500	87	193	346
PBANKA_1105600	78	216	231
PBANKA_0905000	829	4069	3814
PBANKA_0612861	10	41	23
PBANKA_1120551	6	15	8
PBANKA_1027000	10095	15847	19720
PBANKA_0201000	24	116	48
PBANKA_1307900	185	458	406
PBANKA_0706000	225	578	547
PBANKA_1036900	393	852	721
PBANKA_1302800	3294	7652	7004
PBANKA_0317001	7	19	8
PBANKA_1450700	1060	2558	2488
PBANKA_0810500	724	1464	1538
PBANKA_1403300	671	1393	1568
PBANKA_1413800	195	488	490
PBANKA_1112700	255	637	803
PBANKA_0700100	27	102	49
PBANKA_0817200	211	521	431
PBANKA_1348400	559	1716	1838
PBANKA_0824600	240	588	388
PBANKA_1033500	49	129	161
PBANKA_1127500	234	416	534
PBANKA_1359800	91	345	379
PBANKA_1356600	16	91	47
PBANKA_1339900	399	902	925
PBANKA_1017600	512	1331	1194
PBANKA_0111800	222	631	644
PBANKA_1136000	32	114	156
PBANKA_1315900	76	328	321
PBANKA_1447500	53	135	171
PBANKA_1142600	128	351	335
PBANKA_0918300	999	2745	2613
PBANKA_1236700	31	150	97
PBANKA_0103000	107	363	382
PBANKA_0929400	1057	2099	2623
PBANKA_1024200	154	634	523
PBANKA_API00015	0	0	0
PBANKA_API00410	0	0	7
PBANKA_0918900	398	1018	1004
PBANKA_1436500	1303	2185	2622
PBANKA_0615600	233	460	475
PBANKA_1448900	1155	2737	2514
PBANKA_1113600	458	1220	1317
PBANKA_1315600	516	941	1355
PBANKA_1037100	390	934	1211
PBANKA_1426100	500	1127	1103
PBANKA_0922300	747	1811	1806
PBANKA_0808300	89	353	383
PBANKA_1352300	557	1536	1316
PBANKA_1220200	1465	2686	3099
PBANKA_0000101	0	0	0
PBANKA_1216000	101	199	258
PBANKA_0713000	237	948	877
PBANKA_0603900	170	398	579
PBANKA_0937000	67	295	178
PBANKA_0837161	0	0	0
PBANKA_0007901	0	1	0
PBANKA_1331100	190	784	885
PBANKA_0204200	664	1963	2109
PBANKA_1114300	634	1490	1591
PBANKA_0316100	127	565	575
PBANKA_0921900	264	679	1098
PBANKA_1458700	260	657	720
PBANKA_0943800	7	39	31
PBANKA_1420100	687	1545	1623
PBANKA_0815600	382	777	983
PBANKA_0112400	151	501	577
PBANKA_1301200	7	12	7
PBANKA_0940000	172	372	569
PBANKA_1400900	1369	3796	5169
PBANKA_0106000	539	1271	1275
PBANKA_0517700	723	1674	1633
PBANKA_1245821	3	1	2
PBANKA_1363700	225	402	608
PBANKA_0809100	136	484	472
PBANKA_0511700	8308	20021	25818
PBANKA_0935200	54	202	166
PBANKA_1341000	1838	4685	4789
PBANKA_1123000	178	462	409
PBANKA_0621100	197	631	790
PBANKA_1325800	118	369	361
PBANKA_1146200	84	216	195
PBANKA_1003600	466	1450	1443
PBANKA_0524000	238	834	641
PBANKA_0516500	783	1763	1567
PBANKA_0814300	96	210	203
PBANKA_1138000	717	2083	2020
PBANKA_0315420	0	6	2
PBANKA_1011200	477	1015	971
PBANKA_0819700	1319	2232	2903
PBANKA_1313200	1928	3342	3852
PBANKA_0313700	400	859	804
PBANKA_1026600	711	1798	1810
PBANKA_1343900	120	235	262
PBANKA_0816200	1234	2117	2361
PBANKA_1301100	147	463	417
PBANKA_1037300	464	1474	1729
PBANKA_0925600	70	442	299
PBANKA_0509300	1995	4141	4407
PBANKA_0412800	742	1916	1755
PBANKA_0501200	303	488	604
PBANKA_0829500	136	339	245
PBANKA_1307000	3618	6744	7142
PBANKA_1003100	2772	8019	6699
PBANKA_0914600	3270	7828	8612
PBANKA_0604600	2392	5046	5598
PBANKA_0912900	23	110	103
PBANKA_0821800	206	628	537
PBANKA_0924000	729	1427	1508
PBANKA_0100800	6912	13280	13651
PBANKA_1325000	898	2518	2624
PBANKA_1026400	239	519	565
PBANKA_1330900	924	1719	1685
PBANKA_1242000	1035	2435	2438
PBANKA_0941100	1249	3374	2771
PBANKA_1010000	371	1358	734
PBANKA_API00449	0	0	0
PBANKA_0706100	13	54	34
PBANKA_0617500	179	489	448
PBANKA_0917500	1917	4493	4187
PBANKA_0604800	1250	2942	2659
PBANKA_1447300	51	159	111
PBANKA_1004400	706	1756	1684
PBANKA_API00451	0	0	0
PBANKA_1361700	18	95	68
PBANKA_0603100	17	37	47
PBANKA_1145200	1867	3593	4890
PBANKA_1115700	1561	3079	3140
PBANKA_1311800	269	650	783
PBANKA_0108500	85	253	166
PBANKA_0407100	1405	3061	2988
PBANKA_0928000	220	605	680
PBANKA_0618600	477	1703	1157
PBANKA_0400600	48	125	142
PBANKA_0939800	164	420	385
PBANKA_0405400	1723	8955	8065
PBANKA_0717800	2123	5346	4310
PBANKA_1336800	81	209	303
PBANKA_1315400	580	1623	1573
PBANKA_0935800	225	658	581
PBANKA_0828800	1507	5410	6618
PBANKA_0812600	3392	7278	8612
PBANKA_1231300	14139	35018	46555
PBANKA_0719300	582	2026	1559
PBANKA_1422600	10	70	33
PBANKA_0205900	966	3214	3355
PBANKA_1238700	203	775	682
PBANKA_1217300	197	770	903
PBANKA_1132300	4246	8571	9112
PBANKA_1140200	690	1580	1934
PBANKA_0904500	316	947	686
PBANKA_0939100	8201	15115	20646
PBANKA_0940300	418	750	868
PBANKA_1110121	5	6	6
PBANKA_0904000	345	727	1272
PBANKA_1455500	113	243	342
PBANKA_1346000	182	486	442
PBANKA_0208200	182	710	471
PBANKA_1138500	52	213	239
PBANKA_0815400	9190	21357	28886
PBANKA_1020300	2411	4799	6417
PBANKA_0722700	2	0	0
PBANKA_0615700	4441	8739	8745
PBANKA_0944121	0	0	0
PBANKA_1331400	5809	14845	12804
PBANKA_1031300	518	1127	1349
PBANKA_0823400	3179	8089	6602
PBANKA_1333400	94	224	192
PBANKA_0517200	288	780	705
PBANKA_0605900	743	1303	1610
PBANKA_1401800	70	298	223
PBANKA_0831800	360	1116	1228
PBANKA_1139200	54	199	152
PBANKA_1120200	166	325	369
PBANKA_MIT01500	0	0	0
PBANKA_1437000	256	872	675
PBANKA_1434600	10769	21397	24265
PBANKA_1324400	790	2863	2959
PBANKA_0410500	1258	2679	2908
PBANKA_1456400	200	572	402
PBANKA_1418100	4402	8024	9325
PBANKA_0717300	4096	7408	7878
PBANKA_0601800	43	236	198
PBANKA_0937800	300	820	979
PBANKA_1107000	149	430	478
PBANKA_1338600	1053	3253	2647
PBANKA_1456200	689	1941	1685
PBANKA_0402000	498	1364	1386
PBANKA_1442900	37	151	126
PBANKA_1107100	2524	5364	6058
PBANKA_0703900	1905	7134	4967
PBANKA_1221900	172	813	816
PBANKA_1014900	1209	3278	3056
PBANKA_1347800	609	1278	1377
PBANKA_1142000	25	83	65
PBANKA_1343700	792	1832	2290
PBANKA_1318900	864	2601	2873
PBANKA_0712900	10704	31849	43905
PBANKA_1430300	4256	8957	11590
PBANKA_0617900	425	1021	950
PBANKA_0832200	80	338	137
PBANKA_0910900	1135	2718	3094
PBANKA_0403800	689	1841	1706
PBANKA_1426600	98	300	272
PBANKA_0105800	298	622	749
PBANKA_0907100	11865	22869	28517
PBANKA_0619900	532	1326	1399
PBANKA_1361900	55	233	166
PBANKA_1240500	55	122	171
PBANKA_0407700	2198	8151	6942
PBANKA_1133800	1123	2334	2502
PBANKA_0609600	50	73	158
PBANKA_1423000	341	874	1463
PBANKA_1319700	547	1001	981
PBANKA_0310000	829	2707	1871
PBANKA_0417100	344	772	827
PBANKA_1128300	123	492	406
PBANKA_0101800	2666	5925	6808
PBANKA_0713300	355	1216	788
PBANKA_0609250	1	6	3
PBANKA_0943200	173	713	645
PBANKA_1400011	0	0	1
PBANKA_0403400	63	121	143
PBANKA_1038400	721	2126	2795
PBANKA_0908900	828	1719	1958
PBANKA_1022500	420	817	1041
PBANKA_1447000	660	1700	1794
PBANKA_0410700	74	247	203
PBANKA_0836981	0	13	10
PBANKA_1142300	332	845	1037
PBANKA_1318700	620	1281	1355
PBANKA_0300600	1879	6095	5084
PBANKA_0700081	16	42	29
PBANKA_0107400	8719	16942	19489
PBANKA_1410200	291	695	794
PBANKA_0309600	33	117	99
PBANKA_0600086	135	376	315
PBANKA_0824700	1710	3388	3623
PBANKA_0716800	6	16	31
PBANKA_1431900	362	1026	915
PBANKA_1238000	109	419	292
PBANKA_1323300	462	1023	1181
PBANKA_1130100	125	303	243
PBANKA_0807100	107	237	236
PBANKA_0611500	304	530	855
PBANKA_1320300	66	202	120
PBANKA_API00160	0	0	15
PBANKA_0401700	235	609	623
PBANKA_1357800	4761	10066	10297
PBANKA_0619500	129	416	563
PBANKA_1216500	1862	7524	5510
PBANKA_1003000	48	156	123
PBANKA_0914700	469	881	710
PBANKA_0411700	525	1535	1458
PBANKA_1237200	777	1513	1637
PBANKA_1354300	3995	8716	10093
PBANKA_0828600	665	1656	1625
PBANKA_0603400	53	179	183
PBANKA_1110300	1739	3247	3050
PBANKA_0201800	101	323	236
PBANKA_0822600	311	828	820
PBANKA_1422700	872	2380	2689
PBANKA_1305800	38	170	169
PBANKA_1401500	320	964	808
PBANKA_0904600	1609	3327	3426
PBANKA_API00025	0	0	0
PBANKA_0938600	323	962	774
PBANKA_1439900	143	324	472
PBANKA_0810700	17403	31022	38936
PBANKA_1107900	1864	7199	7034
PBANKA_1203700	4117	7263	8683
PBANKA_MIT00100	0	0	0
PBANKA_0104700	1343	5411	5884
PBANKA_0502200	341	1183	904
PBANKA_0700561	81	226	260
PBANKA_0706400	1211	2832	2508
PBANKA_1355600	28	41	64
PBANKA_1426000	72	270	163
PBANKA_1342800	161	408	432
PBANKA_1215600	1388	4778	4323
PBANKA_0202500	976	2583	2214
PBANKA_0301300	8584	26724	37318
PBANKA_1222000	52	192	184
PBANKA_1337000	438	1006	919
PBANKA_1303900	12461	24156	29215
PBANKA_1024800	1009	2874	2942
PBANKA_0006300	1	1	5
PBANKA_0511600	72	256	163
PBANKA_1115100	458	1354	1206
PBANKA_1347600	256	690	566
PBANKA_0713100	1011	4141	3941
PBANKA_1402200	871	1685	1916
PBANKA_0520000	445	1122	965
PBANKA_1101500	199	561	536
PBANKA_1427700	619	1303	826
PBANKA_1353900	826	1557	2038
PBANKA_1039600	347	1124	835
PBANKA_1145300	364	798	797
PBANKA_0623651	0	2	1
PBANKA_0821600	127	355	321
PBANKA_1119300	317	1129	1085
PBANKA_1433900	108	375	453
PBANKA_1123300	354	815	752
PBANKA_0608900	110	375	357
PBANKA_1357400	27	113	99
PBANKA_0807700	1028	2399	2587
PBANKA_1207900	360	1452	1752
PBANKA_0522500	179	434	437
PBANKA_1324000	236	1469	937
PBANKA_0943000	66	72	134
PBANKA_0418400	15	91	77
PBANKA_1101100	395	1405	1441
PBANKA_0524800	1876	7966	6846
PBANKA_0910100	54	262	228
PBANKA_1341200	156	492	496
PBANKA_0931100	2655	8424	8675
PBANKA_API00280	0	4	22
PBANKA_1461000	144	290	437
PBANKA_0915500	61	262	160
PBANKA_1323100	46	181	106
PBANKA_1121500	312	1723	2019
PBANKA_1417400	777	1285	1327
PBANKA_1219500	881	2631	2401
PBANKA_0718500	63	212	283
PBANKA_0924900	1516	3110	2733
PBANKA_0601000	447	1073	1149
PBANKA_1228900	10088	18197	21316
PBANKA_1457800	1394	3077	2793
PBANKA_0404100	1232	2713	2135
PBANKA_0000701	0	0	0
PBANKA_1348100	65	250	276
PBANKA_0204800	1305	3040	2797
PBANKA_1335300	497	1347	1571
PBANKA_1325900	121	380	415
PBANKA_0909100	65	336	341
PBANKA_1433400	49	147	196
PBANKA_0611900	154	537	603
PBANKA_1127900	80	229	175
PBANKA_0836300	2030	6056	5511
PBANKA_1117900	410	899	1040
PBANKA_0935500	2073	5479	4528
PBANKA_0519100	989	4241	3373
PBANKA_0829700	358	809	914
PBANKA_0917100	461	964	1052
PBANKA_API00005	0	0	0
PBANKA_1245600	47	148	116
PBANKA_1133300	739	3234	2220
PBANKA_1314900	4585	9225	10307
PBANKA_1205700	31	129	254
PBANKA_0940800	209	745	624
PBANKA_1226100	4231	9746	9330
PBANKA_1228800	303	721	1051
PBANKA_0916300	15	20	53
PBANKA_1246141	0	0	0
PBANKA_0930900	541	1396	1464
PBANKA_1209300	147	516	443
PBANKA_1113000	2335	6947	6906
PBANKA_1146241	7	52	32
PBANKA_0717200	1626	3737	3660
PBANKA_1200041	0	0	0
PBANKA_1245500	1338	2665	3357
PBANKA_0831600	508	1126	1393
PBANKA_1236800	920	1836	2464
PBANKA_0107300	1098	3144	2205
PBANKA_0520800	74	346	301
PBANKA_0819600	281	482	894
PBANKA_0514100	1274	2948	2881
PBANKA_0208100	314	1093	870
PBANKA_1315500	2024	5530	4615
PBANKA_0503700	742	1816	1621
PBANKA_1345900	86	319	417
PBANKA_1449000	8734	18705	18881
PBANKA_0505600	333	1379	1016
PBANKA_0201051	44	110	132
PBANKA_0709000	2589	9743	11408
PBANKA_API00041	0	0	0
PBANKA_0202600	6	49	33
PBANKA_1127600	8	18	7
PBANKA_0110900	394	1239	1521
PBANKA_0937100	882	1818	1829
PBANKA_API00441	0	0	2
PBANKA_0215800	28	146	121
PBANKA_0943500	191	591	461
PBANKA_1410400	1876	4251	3704
PBANKA_1244900	20	57	60
PBANKA_0711500	94	296	334
PBANKA_0612300	884	1735	1660
PBANKA_1234800	2383	7185	6986
PBANKA_1328600	44	132	112
PBANKA_0705200	396	1872	1528
PBANKA_1316800	435	965	1063
PBANKA_1354351	189	205	964
PBANKA_0105900	157	455	357
PBANKA_0411100	94	304	223
PBANKA_1312200	587	1389	1526
PBANKA_1432700	369	798	983
PBANKA_0316500	41	268	176
PBANKA_1217400	149	617	492
PBANKA_1125000	58	168	119
PBANKA_1433800	743	2113	1806
PBANKA_0812000	1517	3127	3200
PBANKA_1311500	163	524	435
PBANKA_1407700	1250	2456	2885
PBANKA_1433500	310	739	696
PBANKA_0522800	1391	5055	4646
PBANKA_1141000	61	420	391
PBANKA_1327251	437	1523	2070
PBANKA_0930000	228	1345	1192
PBANKA_1447200	481	1273	1248
PBANKA_1409400	161	430	410
PBANKA_0715000	1160	2491	2421
PBANKA_1246400	127	287	245
PBANKA_1239300	22	81	46
PBANKA_1100781	6	24	25
PBANKA_1427300	183	599	475
PBANKA_0312100	884	1953	2279
PBANKA_1227600	504	1301	1766
PBANKA_1339300	383	1110	869
PBANKA_1235000	176	408	487
PBANKA_0807900	4924	9700	10605
PBANKA_0600600	21799	33191	46852
PBANKA_0909500	1540	2580	3232
PBANKA_1106900	66	83	100
PBANKA_0621900	222	546	769
PBANKA_1215400	813	1911	1697
PBANKA_1239600	124	338	350
PBANKA_1202400	2439	6734	6047
PBANKA_1410000	1805	5411	4407
PBANKA_0511200	304	763	607
PBANKA_0806400	301	741	731
PBANKA_1216100	80	229	235
PBANKA_1450400	1394	3052	2766
PBANKA_1415200	8922	14842	19558
PBANKA_0524100	53	194	201
PBANKA_1303600	120	299	211
PBANKA_0705100	279	626	678
PBANKA_1445300	364	968	878
PBANKA_1355700	29301	48342	61764
PBANKA_1455800	940	1921	1828
PBANKA_1436200	1857	4561	4787
PBANKA_1352600	1124	2902	3021
PBANKA_1464800	137	421	628
PBANKA_1218500	2427	5500	6074
PBANKA_1338400	858	1548	1719
PBANKA_1464600	91	211	209
PBANKA_1217600	3772	24147	25316
PBANKA_0414700	881	2358	2311
PBANKA_1224100	384	957	1038
PBANKA_0933400	131	568	309
PBANKA_1340200	283	920	1071
PBANKA_1211200	85	266	130
PBANKA_0304700	34	52	63
PBANKA_0600011	0	0	2
PBANKA_0618500	620	1444	1513
PBANKA_1445700	9256	14955	18209
PBANKA_0207500	740	2065	2247
PBANKA_0923200	143	350	324
PBANKA_0510600	825	1671	1844
PBANKA_0206500	231	699	551
PBANKA_1019900	345	668	863
PBANKA_1015700	19	78	81
PBANKA_1206700	362	858	927
PBANKA_1458400	60	205	148
PBANKA_0827500	806	2327	1926
PBANKA_1413300	273	629	623
PBANKA_1307200	70	456	312
PBANKA_API00150	0	1	35
PBANKA_1348900	372	903	738
PBANKA_0622600	387	1015	1118
PBANKA_1219000	595	1354	1329
