Geneid	AP2CKO_1.bam	AP2CKO_2.bam	AP2CKO_3.bam
PBANKA_0814400	1222	1901	1564
PBANKA_0919100	40413	58527	54822
PBANKA_1246800	73	89	120
PBANKA_0201500	6914	13295	10893
PBANKA_0210200	9038	14424	13255
PBANKA_0205400	5432	9946	7611
PBANKA_1402400	4450	6786	6851
PBANKA_1131400	65289	79949	75676
PBANKA_1106500	101413	125171	119544
PBANKA_1118400	1426	2456	2244
PBANKA_1452300	3514	5351	4452
PBANKA_0920700	4922	7021	6391
PBANKA_0820200	1450	1556	1918
PBANKA_1458900	20756	25159	20924
PBANKA_0209200	2347	3587	2809
PBANKA_0504000	21085	28822	20830
PBANKA_0516600	5108	7454	6049
PBANKA_0922600	3823	4197	3983
PBANKA_0707500	2957	4360	3426
PBANKA_0415100	2967	3614	3343
PBANKA_1340500	43149	52603	48623
PBANKA_0417200	136014	163191	141141
PBANKA_0409200	3191	5220	4165
PBANKA_1419100	19833	27161	23331
PBANKA_0411400	3204	5632	4319
PBANKA_1202000	72405	86438	83717
PBANKA_1343750	445	668	629
PBANKA_MIT02900	0	0	0
PBANKA_0827300	9347	11638	11001
PBANKA_0906800	59	98	79
PBANKA_0817800	745	1317	962
PBANKA_0213400	5811	9691	8656
PBANKA_1336600	20329	23454	22245
PBANKA_1000051	0	0	8
PBANKA_1020200	2258	4166	2978
PBANKA_1328000	6572	8802	9146
PBANKA_1007900	37618	41652	36349
PBANKA_0704500	84118	132815	115049
PBANKA_0524300	43600	73953	63084
PBANKA_0816300	6910	8113	7488
PBANKA_0933600	2701	4323	3478
PBANKA_0831300	4690	7142	5677
PBANKA_0716100	1597	2412	2135
PBANKA_0108400	7116	10191	8134
PBANKA_0109600	5552	9087	6608
PBANKA_0701500	2052	4178	3167
PBANKA_0401200	4704	6837	5525
PBANKA_1016200	13677	16854	12723
PBANKA_0710200	7642	7978	7511
PBANKA_1001000	17607	24992	22258
PBANKA_1029100	358	453	523
PBANKA_0510400	9969	12156	10190
PBANKA_1136400	3045	4426	3815
PBANKA_0712300	12052	15922	12538
PBANKA_1305000	13421	27151	23272
PBANKA_1326400	53266	135884	105235
PBANKA_1200031	2	1	1
PBANKA_0404800	25987	38690	31234
PBANKA_1040100	73763	80851	78521
PBANKA_1000700	3904	6694	4889
PBANKA_1317500	11730	17528	14985
PBANKA_0211700	1960	2492	1936
PBANKA_1236300	4188	5732	5086
PBANKA_0817000	24469	30895	30040
PBANKA_1417000	2540	3760	3362
PBANKA_1300500	5902	7864	8059
PBANKA_0413500	23874	32443	29483
PBANKA_0830000	6097	10120	8147
PBANKA_0303400	4334	5664	4753
PBANKA_1015600	1881	4169	2650
PBANKA_1235800	358	474	352
PBANKA_0700300	13	20	15
PBANKA_0401800	16425	23707	20034
PBANKA_0815300	3155	4318	3982
PBANKA_1428700	48854	79243	58788
PBANKA_0610700	4208	5298	4663
PBANKA_0803100	27010	39559	35120
PBANKA_0607800	15862	18560	17130
PBANKA_1236900	9133	10192	9841
PBANKA_1405700	819	1712	1109
PBANKA_0925900	5118	8594	6055
PBANKA_1310900	1860	2657	2299
PBANKA_0507100	3734	5541	4663
PBANKA_1031200	7170	9677	8715
PBANKA_1426800	261	510	393
PBANKA_1338800	1566	3016	2190
PBANKA_1200011	0	0	0
PBANKA_1244051	10	14	14
PBANKA_0501900	3304	6591	5300
PBANKA_0901100	7238	11176	9153
PBANKA_1015800	7183	10634	8590
PBANKA_1112000	148	161	165
PBANKA_1410800	371	854	525
PBANKA_1403400	619	1384	1150
PBANKA_1004000	1273	3346	2451
PBANKA_0205700	51	104	67
PBANKA_0409900	1590	1938	1714
PBANKA_MIT00200	0	0	0
PBANKA_1330200	1649	2127	2074
PBANKA_0917200	4818	5848	4798
PBANKA_0804800	1194	2509	1983
PBANKA_0524400	2957	5452	4445
PBANKA_0919400	11871	13866	11684
PBANKA_0315600	6433	11212	9454
PBANKA_0405310	0	0	0
PBANKA_1205600	1405	2066	1573
PBANKA_1122000	13575	21028	18762
PBANKA_1312700	32139	40184	31385
PBANKA_1357100	2870	3605	3331
PBANKA_1431500	15639	24260	22351
PBANKA_0511000	169	335	305
PBANKA_0815500	29929	35347	30605
PBANKA_1432300	4516	5227	4578
PBANKA_1351000	5553	7876	7027
PBANKA_1237100	127197	149135	151100
PBANKA_0607500	501	1050	796
PBANKA_1302300	10269	11282	11745
PBANKA_0600800	5105	6030	4321
PBANKA_0822200	2616	3776	3319
PBANKA_0101100	250	573	377
PBANKA_0207900	321	334	331
PBANKA_1007100	1863	3678	2819
PBANKA_1227000	22578	23039	19604
PBANKA_1019400	26845	49677	36875
PBANKA_0212600	2374	3424	2885
PBANKA_1437100	13566	16934	18289
PBANKA_1114500	3639	4536	4100
PBANKA_1417500	5542	9244	7661
PBANKA_1126700	227	505	435
PBANKA_0933500	6115	8383	6947
PBANKA_1417700	734	1129	887
PBANKA_1344800	2251	3086	2986
PBANKA_1404900	12043	20424	14817
PBANKA_1220500	19996	24996	22054
PBANKA_1331500	470	891	661
PBANKA_1135600	7929	12480	10391
PBANKA_0513300	1840	2730	2845
PBANKA_0614600	1127	2115	1494
PBANKA_0702600	658	933	806
PBANKA_0609200	2216	2855	2487
PBANKA_1003500	2073	3949	2882
PBANKA_0906500	9253	20186	14430
PBANKA_1349300	10660	13650	12800
PBANKA_1135100	11830	20515	17455
PBANKA_0705600	120425	136831	112353
PBANKA_0833000	26257	41975	33407
PBANKA_0512700	9550	13437	12785
PBANKA_1339200	811	1448	1355
PBANKA_1430600	10542	13220	11861
PBANKA_0914200	11032	15504	15777
PBANKA_0203900	2460	2746	2050
PBANKA_0211300	3750	5324	4235
PBANKA_0518500	15907	19334	18337
PBANKA_0915900	1189	1502	1309
PBANKA_1137500	4899	6734	6236
PBANKA_1111300	1149	1661	1623
PBANKA_1439300	7456	8724	9274
PBANKA_0504100	2425	2627	2727
PBANKA_1364100	5346	7227	5629
PBANKA_0702100	4434	5641	5347
PBANKA_1207400	3143	3690	3904
PBANKA_0834200	1978	2519	2125
PBANKA_1206100	7233	13045	10262
PBANKA_1116300	4916	7881	6663
PBANKA_0415000	6466	11027	9076
PBANKA_1211600	8231	11745	9695
PBANKA_1446500	30603	56780	44127
PBANKA_1304100	0	0	0
PBANKA_0622300	2093	3407	2543
PBANKA_1323800	35798	42724	38921
PBANKA_1117800	2081	3852	2945
PBANKA_1021800	307	660	480
PBANKA_0804321	28	31	56
PBANKA_1336900	13443	18552	14450
PBANKA_1359500	8123	10357	11252
PBANKA_0401300	1546	2505	1992
PBANKA_0932100	5109	7613	7014
PBANKA_0513200	1866	2420	2456
PBANKA_1350900	860	1749	1331
PBANKA_0801700	6548	8139	7379
PBANKA_0103800	1149	2862	1676
PBANKA_1402000	8585	13426	10823
PBANKA_1344000	8275	13244	11539
PBANKA_1226700	6608	7657	7400
PBANKA_0935000	6392	8376	7995
PBANKA_1417600	7143	9282	8910
PBANKA_1040400	101	172	143
PBANKA_1464841	7	8	13
PBANKA_0608600	336723	377977	355094
PBANKA_0210400	32640	40345	37012
PBANKA_1400300	170	333	301
PBANKA_1000600	10384	20141	16697
PBANKA_0705700	2789	4902	4503
PBANKA_1032300	15597	21385	19505
PBANKA_1035900	10738	14739	12498
PBANKA_1137800	24203	39919	32589
PBANKA_0827000	9	17	17
PBANKA_0508800	908	1438	1103
PBANKA_0410541	27	40	43
PBANKA_1128100	3294	4534	4552
PBANKA_1449500	16587	25109	20852
PBANKA_0622941	59	74	87
PBANKA_0316800	5045	14925	9917
PBANKA_1342300	54441	64033	61533
PBANKA_0823200	60315	71608	69102
PBANKA_0312400	20395	30975	25836
PBANKA_0704700	29393	33744	27373
PBANKA_1009500	73696	94020	78299
PBANKA_0826200	7680	9438	7772
PBANKA_1424200	14117	25294	19507
PBANKA_0006501	0	0	0
PBANKA_1443600	2056	2894	2594
PBANKA_1313000	4534	6159	6935
PBANKA_0911700	49183	58475	53777
PBANKA_0608700	807	1274	1092
PBANKA_0716900	6137	5786	6179
PBANKA_0718000	241	500	390
PBANKA_1364300	65358	80164	69694
PBANKA_0826900	48378	62762	57336
PBANKA_0910300	33415	38438	39305
PBANKA_1308100	5325	8034	8153
PBANKA_1019540	0	0	0
PBANKA_1027300	30079	37134	25675
PBANKA_1040541	328	437	640
PBANKA_1320200	73341	86778	77336
PBANKA_0709500	11128	14896	14037
PBANKA_0721600	1106	1916	1541
PBANKA_1400071	351	836	720
PBANKA_1459000	313	613	587
PBANKA_0943541	31	49	31
PBANKA_0405500	22951	44518	33356
PBANKA_0600096	12	16	11
PBANKA_0305200	3947	5820	4493
PBANKA_0310600	1119	2330	2014
PBANKA_1361400	3089	3232	3189
PBANKA_1364400	25897	29180	32157
PBANKA_1300900	1655	2235	2121
PBANKA_0801500	18733	25224	21577
PBANKA_0906900	47462	67101	55463
PBANKA_0929700	9638	11500	9985
PBANKA_1130300	1769	2588	2334
PBANKA_0607300	11495	15940	14172
PBANKA_1204000	485	387	464
PBANKA_0007601	0	0	0
PBANKA_0306400	3132	4290	3392
PBANKA_0707300	21370	32330	28935
PBANKA_0315410	1712	2783	2515
PBANKA_1146721	126	248	268
PBANKA_0811300	23091	36997	29781
PBANKA_1245900	3156	6255	5162
PBANKA_0940500	1107	1398	1210
PBANKA_1440700	10695	17184	13713
PBANKA_0521300	35722	52750	50267
PBANKA_0207800	602	1245	819
PBANKA_1465921	73	97	105
PBANKA_1010800	3647	8529	6205
PBANKA_0619400	5288	5629	5781
PBANKA_0836400	418	907	716
PBANKA_0715800	3490	5311	4160
PBANKA_0522000	6279	7000	4977
PBANKA_0609100	18636	24823	24854
PBANKA_MIT01800	5531	7229	5467
PBANKA_1451500	5252	6216	5590
PBANKA_1005100	1578	2655	2108
PBANKA_1113900	6323	9742	7877
PBANKA_0709100	9959	17546	14023
PBANKA_1211400	1534	2162	2059
PBANKA_1423900	2078	3528	2754
PBANKA_0933200	1449	2413	1925
PBANKA_1130700	2118	3235	2628
PBANKA_1131500	14716	17371	15075
PBANKA_0834700	3658	6260	4980
PBANKA_0213900	2126	3644	3573
PBANKA_0107500	2420	3897	2936
PBANKA_1365100	12949	18953	16151
PBANKA_1358900	9430	11612	9468
PBANKA_1125600	45342	87178	67067
PBANKA_0919300	3469	8186	5850
PBANKA_1210200	473577	573388	457184
PBANKA_API00330	0	8	1
PBANKA_0316921	39	47	46
PBANKA_1000061	0	0	0
PBANKA_0923800	294	774	542
PBANKA_1000300	2819	5261	4826
PBANKA_1326700	12023	16506	14217
PBANKA_1013600	2555	3368	3196
PBANKA_1223700	1263	1951	1773
PBANKA_0928300	9147	12154	11677
PBANKA_1447100	5323	6783	6291
PBANKA_0601200	56552	73188	67000
PBANKA_0112600	4944	11126	8107
PBANKA_0409400	156849	190562	169288
PBANKA_0719500	30298	38701	35118
PBANKA_1240600	16961	17354	18824
PBANKA_1240700	1379	1711	1765
PBANKA_1019800	36696	40367	37833
PBANKA_0836100	421	748	671
PBANKA_0601500	3857	4715	3877
PBANKA_MIT03000	0	0	0
PBANKA_1204100	8740	11606	11004
PBANKA_1322000	9574	13099	10196
PBANKA_0925200	28817	40627	33441
PBANKA_1214200	20711	29213	24341
PBANKA_1008500	48663	79887	71091
PBANKA_0811700	2114	2735	2391
PBANKA_1210300	6087	8596	6891
PBANKA_1337300	4560	6151	5061
PBANKA_1138400	29545	37615	36299
PBANKA_0810800	6080	7879	7238
PBANKA_0602300	12781	16003	14649
PBANKA_1127100	355	519	417
PBANKA_0204900	3506	4699	4205
PBANKA_API00400	0	2	0
PBANKA_0811400	45099	59085	59248
PBANKA_1308400	7419	9589	8254
PBANKA_1463200	6046	7950	6960
PBANKA_1200900	1687	3616	2980
PBANKA_0802800	5979	7996	7193
PBANKA_1423100	7701	8988	8466
PBANKA_1008600	10763	11602	11405
PBANKA_1027200	3248	4078	3327
PBANKA_1120600	5806	8887	6573
PBANKA_1353000	1175	1688	1367
PBANKA_1008100	3083	6020	4641
PBANKA_1241500	5157	8780	7438
PBANKA_1461600	29289	39785	33039
PBANKA_0302100	10505	13995	10364
PBANKA_0915100	1374	1815	1792
PBANKA_0408100	2261	2643	2270
PBANKA_0216801	755	812	827
PBANKA_1007700	17126	27090	22658
PBANKA_API00045	0	0	0
PBANKA_1445900	32400	35258	31678
PBANKA_0302500	15086	26969	22595
PBANKA_1463100	9262	11284	10856
PBANKA_0508900	1406	2878	1959
PBANKA_0939300	12425	15218	10970
PBANKA_1035100	6530	10943	10205
PBANKA_1203900	3393	4037	3462
PBANKA_1122700	41300	52643	54291
PBANKA_1328400	10199	13528	11249
PBANKA_1452700	2281	2608	2334
PBANKA_0112661	28	46	36
PBANKA_0007401	0	0	0
PBANKA_1003900	108	213	244
PBANKA_1459500	327494	372978	366298
PBANKA_0309000	1446	2678	1964
PBANKA_0940900	7150	12259	9782
PBANKA_1421221	0	2	0
PBANKA_1019360	276	291	291
PBANKA_1211300	5496	9021	7413
PBANKA_1455600	19886	26963	22923
PBANKA_1416300	11488	20593	16327
PBANKA_1335500	2914	3990	3747
PBANKA_0203600	47316	57359	54853
PBANKA_1102700	1599	3081	2489
PBANKA_1121000	29819	37394	35716
PBANKA_1320100	31650	40822	39330
PBANKA_0510500	2124	3030	2667
PBANKA_1208700	4489	6517	6335
PBANKA_0517000	33531	57365	46540
PBANKA_0410400	11011	13940	12673
PBANKA_0521700	40375	44217	49460
PBANKA_1027900	4825	8186	6726
PBANKA_1319300	3541	5413	5568
PBANKA_0518400	1917	2437	2071
PBANKA_0211100	1086	1769	1354
PBANKA_1414400	4961	8164	6556
PBANKA_1036200	4750	5540	4895
PBANKA_1330700	21323	24134	20768
PBANKA_0808700	8454	11850	10070
PBANKA_1405300	2068	2863	2530
PBANKA_0414800	1467	2442	2271
PBANKA_1411700	1776	2232	2153
PBANKA_0216061	27	52	35
PBANKA_0406100	4992	7968	6668
PBANKA_1460100	453	673	579
PBANKA_1110600	8454	8442	8458
PBANKA_1318300	1405	1844	1499
PBANKA_1220400	228	310	279
PBANKA_0408000	3511	5426	4039
PBANKA_1224500	5259	7711	6374
PBANKA_1122300	4183	5211	4713
PBANKA_0808100	458	665	717
PBANKA_1227300	910	1552	1211
PBANKA_0700500	162	277	393
PBANKA_0806300	11051	13859	12069
PBANKA_1446900	9055	14312	13129
PBANKA_0943900	437	1090	1013
PBANKA_1243300	932	2032	1525
PBANKA_1229500	3609	4640	4178
PBANKA_1434100	11219	17348	14182
PBANKA_1023900	2019	2701	2128
PBANKA_1239000	111860	126750	117696
PBANKA_0102500	2301	3311	2950
PBANKA_0006600	0	0	0
PBANKA_0912200	1629	2948	2189
PBANKA_0903000	3136	5526	5057
PBANKA_1343400	18366	21733	19070
PBANKA_0800600	964	1612	1305
PBANKA_0524200	11119	20746	18495
PBANKA_0307300	2244	3038	2524
PBANKA_1307300	6074	12395	8080
PBANKA_0214531	15	21	16
PBANKA_0509100	3250	4702	4180
PBANKA_0803700	10258	14681	12799
PBANKA_1416400	4976	7303	6650
PBANKA_0620500	1400	2709	2040
PBANKA_0606800	2835	4496	3585
PBANKA_0306700	3220	4696	4396
PBANKA_1440300	768	1435	1310
PBANKA_0708600	3801	4609	3783
PBANKA_0104000	5726	7370	6988
PBANKA_0704400	13926	16804	15216
PBANKA_1239700	2336	4300	4403
PBANKA_1322900	3770	4247	4025
PBANKA_1449900	18686	27981	22455
PBANKA_1427100	49824	56464	52837
PBANKA_1301500	2476	4689	3581
PBANKA_0504900	4975	7837	7177
PBANKA_1438600	2490	5110	3651
PBANKA_1310000	7389	7892	7660
PBANKA_1144100	5218	8093	6687
PBANKA_0001001	78	102	128
PBANKA_1014100	3308	4265	3785
PBANKA_1040521	21	44	41
PBANKA_1246121	0	0	0
PBANKA_1030800	443	791	914
PBANKA_0613600	1531	2442	2163
PBANKA_1135500	18930	24308	21625
PBANKA_0805500	8508	11676	10038
PBANKA_0213600	9870	12310	12940
PBANKA_1328900	4348	6744	6641
PBANKA_1004200	914	1490	1192
PBANKA_1404600	367	762	559
PBANKA_1230700	2527	4634	3387
PBANKA_0712800	6574	10608	9646
PBANKA_1127300	2899	4981	3605
PBANKA_1221100	1642	2511	2104
PBANKA_0804381	2	1	3
PBANKA_1030200	9574	13331	13024
PBANKA_1203100	292	516	370
PBANKA_1324700	375	388	283
PBANKA_0804700	8053	11361	9948
PBANKA_0406500	9950	18412	13438
PBANKA_0704800	128576	141637	122810
PBANKA_1010700	1190	1662	1656
PBANKA_0400700	53	127	140
PBANKA_1013900	8534	11234	10375
PBANKA_1126800	178196	177061	202334
PBANKA_1330400	448	995	780
PBANKA_1356700	10008	15635	13790
PBANKA_1113800	9664	11458	9688
PBANKA_1230800	375	932	647
PBANKA_0916000	2179	4148	3458
PBANKA_1324200	2132	3466	3112
PBANKA_0307700	142	233	156
PBANKA_0523900	215425	263798	241997
PBANKA_1342700	1525	1480	1424
PBANKA_1113300	20578	26877	24870
PBANKA_0813800	4148	6137	5300
PBANKA_1106700	38816	70322	56012
PBANKA_0315400	6292	8105	6946
PBANKA_1425900	18878	19148	19572
PBANKA_0415900	938	1157	1056
PBANKA_1361200	177369	204829	189213
PBANKA_1137900	22650	36662	30561
PBANKA_1328300	4338	8244	6537
PBANKA_1446600	1666	2260	1970
PBANKA_1327800	2374	3440	3383
PBANKA_API00304	0	2	0
PBANKA_1009300	4386	6677	5368
PBANKA_0809000	10942	16678	15805
PBANKA_1365200	6940	12640	10212
PBANKA_0824500	280	381	311
PBANKA_1210100	2330	5283	3707
PBANKA_1325100	3440	4927	4332
PBANKA_1126100	1229	1915	1451
PBANKA_0311800	21361	30165	30645
PBANKA_1430200	1590	2713	2053
PBANKA_0106100	1794	2665	2290
PBANKA_1350100	3019	4024	2932
PBANKA_API00350	0	2	1
PBANKA_1138900	140649	159949	140534
PBANKA_1001900	577	1163	891
PBANKA_1245150	1664	1894	1996
PBANKA_0506800	4017	7673	6948
PBANKA_1433300	5145	7327	6408
PBANKA_0402700	441516	511660	453293
PBANKA_0903500	1557	2439	2282
PBANKA_1356500	1791	3585	2590
PBANKA_1454200	143704	170369	153936
PBANKA_0929600	4762	8480	7117
PBANKA_1130900	28517	37691	34383
PBANKA_0914800	578	1107	888
PBANKA_0110800	32859	35546	33183
PBANKA_0612200	18371	23542	20947
PBANKA_1307500	12762	16879	15060
PBANKA_0622500	5509	7336	7219
PBANKA_0616000	1001	1203	1021
PBANKA_1444500	11668	12806	13144
PBANKA_1309300	1059	1419	1203
PBANKA_1213200	8944	11669	10087
PBANKA_1429300	5109	6086	5325
PBANKA_0500741	0	1	0
PBANKA_0803800	728	1075	818
PBANKA_1223300	5953	7865	8063
PBANKA_1235900	4090	5410	4346
PBANKA_1355500	6846	11421	9239
PBANKA_0918800	3224	5821	4810
PBANKA_0515300	11123	14443	12374
PBANKA_0912000	7469	12932	12635
PBANKA_0505100	13608	21712	18173
PBANKA_0100021	433	526	498
PBANKA_1406300	3880	5671	4513
PBANKA_1456800	4865	6529	6001
PBANKA_1039500	5599	9073	7301
PBANKA_0112621	480	707	701
PBANKA_1316400	4818	9278	6760
PBANKA_1457200	39111	47396	43417
PBANKA_API00446	0	0	0
PBANKA_1129200	1830	1836	1835
PBANKA_0502000	34901	39279	37102
PBANKA_1018600	18215	34949	26634
PBANKA_0314000	388	594	567
PBANKA_1314600	469	1184	900
PBANKA_1226200	2257	4995	3673
PBANKA_1146000	4794	10466	8265
PBANKA_1146261	4562	8411	6270
PBANKA_1419000	9178	12290	11073
PBANKA_1427400	537	1121	779
PBANKA_0316700	916	1798	1407
PBANKA_1027500	838	1201	1031
PBANKA_0719700	27231	34334	30947
PBANKA_0212200	22968	31710	29421
PBANKA_1012900	1525	2181	1694
PBANKA_1344600	7413	10263	8662
PBANKA_1444000	3633	7372	5234
PBANKA_1466261	0	0	1
PBANKA_1245300	15844	18406	16993
PBANKA_0933100	592	979	974
PBANKA_1106600	305	680	454
PBANKA_1131900	8656	12137	11237
PBANKA_0613100	8350	11127	10160
PBANKA_1419700	1330	2265	2170
PBANKA_1100021	0	0	0
PBANKA_1103800	8458	10183	9301
PBANKA_0820400	154	211	236
PBANKA_0914000	1528	2766	2222
PBANKA_0917300	2227	2943	3111
PBANKA_0935900	2286	3962	3085
PBANKA_1229300	1920	2541	2085
PBANKA_1202300	5220	6862	6139
PBANKA_1420900	6302	9138	8021
PBANKA_0007200	0	0	0
PBANKA_0611100	5206	7550	6924
PBANKA_0209500	7306	8935	8237
PBANKA_1125500	4319	7189	5567
PBANKA_0100081	0	0	0
PBANKA_1125300	45739	55890	40759
PBANKA_1305900	4386	6862	5200
PBANKA_0524600	4135	5729	4734
PBANKA_0401400	5903	12236	11353
PBANKA_1302261	15	49	34
PBANKA_1336500	10040	12776	11639
PBANKA_0515600	687	1212	901
PBANKA_0110200	3163	5328	4245
PBANKA_0305300	2343	3258	3018
PBANKA_0604900	12823	12687	12342
PBANKA_1121700	23613	33805	29323
PBANKA_1007800	1980	3368	2678
PBANKA_1334200	3312	5254	5484
PBANKA_1450900	1785	2775	2548
PBANKA_1005200	1492	2194	1873
PBANKA_1317000	2	6	2
PBANKA_0515800	1844	3730	3046
PBANKA_1207000	5805	10208	9602
PBANKA_0836961	35	83	56
PBANKA_0102600	14613	22449	21386
PBANKA_0402300	5472	7801	6144
PBANKA_1133100	214725	248300	223894
PBANKA_0907900	491387	557618	512935
PBANKA_1308300	590	956	931
PBANKA_0007801	0	7	1
PBANKA_0812100	3703	5681	5188
PBANKA_API00095	1	8	0
PBANKA_1418600	1146	1568	1563
PBANKA_0717400	1779	2526	1896
PBANKA_1208800	18213	26257	22646
PBANKA_MIT02000	0	0	0
PBANKA_0716200	1664	2266	2049
PBANKA_0622921	206	542	456
PBANKA_1019330	224	313	285
PBANKA_1450200	30337	51712	39647
PBANKA_0414200	2960	4913	3926
PBANKA_1329200	99978	129337	129578
PBANKA_1354380	35	60	64
PBANKA_1453100	47378	55506	49329
PBANKA_1305100	12839	22841	18848
PBANKA_0710100	18302	24028	19441
PBANKA_0509500	16761	22888	18506
PBANKA_1332500	2447	3603	3429
PBANKA_0514800	3729	4738	4670
PBANKA_0942600	4251	6940	6289
PBANKA_0803000	8641	11076	8926
PBANKA_0516400	1651	2225	1776
PBANKA_1415500	2546	4716	3365
PBANKA_0214700	29772	46163	40103
PBANKA_0109500	3984	6099	4626
PBANKA_1350800	1756	3003	2436
PBANKA_0304300	1568	2372	2330
PBANKA_0506000	18551	25382	20648
PBANKA_0913500	491	1038	771
PBANKA_0107000	4594	6386	5126
PBANKA_0501000	315	345	405
PBANKA_0408400	32376	42426	35902
PBANKA_1146761	223	561	498
PBANKA_1411400	4471	6132	4815
PBANKA_0830100	1222	1876	1347
PBANKA_API00206	2	10	5
PBANKA_1125100	386	621	693
PBANKA_0716400	2123	2848	2732
PBANKA_0311700	8709	9310	8038
PBANKA_0907400	2033	2696	2878
PBANKA_0306500	3815	6048	4896
PBANKA_0307600	18355	21084	17662
PBANKA_0824900	9398	11849	11060
PBANKA_0711000	12224	17721	14994
PBANKA_0612800	5244	7512	6143
PBANKA_0616300	853	1725	1231
PBANKA_1315800	409	590	459
PBANKA_0942200	2810	4892	3577
PBANKA_1233500	48541	56423	51826
PBANKA_1430900	20818	28467	24003
PBANKA_0623150	6539	7854	6791
PBANKA_0211600	5137	7174	5635
PBANKA_0312000	11410	13432	12316
PBANKA_1332200	1831	2601	2206
PBANKA_0827400	23041	27314	23525
PBANKA_1228400	9613	16995	13846
PBANKA_0900600	0	0	0
PBANKA_1032400	9507	12046	11957
PBANKA_0828400	13384	15506	12899
PBANKA_1127200	372	434	353
PBANKA_1419500	256	532	386
PBANKA_1424900	2930	4142	3276
PBANKA_1004600	1397	2011	1549
PBANKA_1145800	17870	36212	28506
PBANKA_0819100	3154	6456	5096
PBANKA_1120900	2830	4392	3577
PBANKA_0702000	66205	75398	55080
PBANKA_0316961	3	5	2
PBANKA_1400096	146	13	16
PBANKA_0701300	1367	1599	1666
PBANKA_0916650	1762	2168	2308
PBANKA_1428000	9803	13372	11497
PBANKA_0307400	5467	6954	5934
PBANKA_0713200	31200	36979	33038
PBANKA_0721500	19397	23223	20165
PBANKA_1345600	4389	7564	5975
PBANKA_1102400	704	953	841
PBANKA_1100400	91	240	115
PBANKA_0301800	4054	5913	5363
PBANKA_0607400	41314	55819	49564
PBANKA_1362600	1321	2021	1836
PBANKA_1223400	5031	6349	5615
PBANKA_0315800	19353	23285	21844
PBANKA_1102800	17852	22371	17989
PBANKA_1336400	5692	7867	6110
PBANKA_1025300	20129	17975	18546
PBANKA_1130600	1068	1090	951
PBANKA_1002500	12642	14116	11858
PBANKA_1034000	2345	3047	2942
PBANKA_1026500	20182	23479	22643
PBANKA_1012200	6600	8704	8299
PBANKA_0811100	4897	7292	6300
PBANKA_1462500	174	244	219
PBANKA_1034700	8241	9874	9244
PBANKA_1309000	2804	4213	4286
PBANKA_0810100	1160	1735	1427
PBANKA_0502650	37665	39328	36969
PBANKA_0943100	32866	54032	40644
PBANKA_0924200	2094	3291	2786
PBANKA_1115800	2146	3320	2485
PBANKA_MIT02800	830	1704	834
PBANKA_1017900	9047	12540	11329
PBANKA_1111800	656	1767	1152
PBANKA_0608400	1774	2262	1809
PBANKA_1222700	5968	7181	7813
PBANKA_0509600	2208	2548	2411
PBANKA_0815800	3316	3775	3518
PBANKA_1040581	302	553	438
PBANKA_0929500	2324	3615	3136
PBANKA_1314000	1968	3335	2357
PBANKA_1027800	5088	7010	6408
PBANKA_0111200	18300	26622	26095
PBANKA_1230600	1997	2465	2106
PBANKA_0106400	3474	4725	3868
PBANKA_1121400	3052	4000	3641
PBANKA_1430000	371	828	637
PBANKA_0619300	2783	5541	3960
PBANKA_0914500	5621	8236	6878
PBANKA_0417600	163725	187731	172946
PBANKA_0306600	4770	5515	5639
PBANKA_1211100	3984	7124	5583
PBANKA_1359700	16679	21211	17787
PBANKA_0603650	10433	12518	11046
PBANKA_1351800	8970	14821	11204
PBANKA_1346300	40871	48448	47458
PBANKA_1145100	6358	9538	8625
PBANKA_1229000	14682	30017	28009
PBANKA_0300700	15803	19991	18603
PBANKA_0818300	1071	1080	1006
PBANKA_1204700	295	472	326
PBANKA_1019320	331	437	344
PBANKA_1408700	860	827	832
PBANKA_0521100	382	713	569
PBANKA_0405600	12343	14668	11657
PBANKA_0717100	428	592	489
PBANKA_0403900	4657	6479	5778
PBANKA_1405900	3552	4646	4606
PBANKA_1234200	15847	29487	22671
PBANKA_1003300	2347	4453	3940
PBANKA_0721900	2126	3092	2649
PBANKA_0715600	13691	24017	17988
PBANKA_1441100	16963	27068	22211
PBANKA_API00130	0	0	1
PBANKA_1111400	7597	12422	10053
PBANKA_API00081	0	0	0
PBANKA_0927500	3144	3897	3076
PBANKA_0912500	93154	110310	100419
PBANKA_0409800	14027	20284	15687
PBANKA_1216600	6863	10467	9376
PBANKA_1448500	17901	22772	19904
PBANKA_1438100	8963	11640	10253
PBANKA_0612900	5696	5459	5316
PBANKA_1460200	2370	2835	2385
PBANKA_1359100	1781	2845	2338
PBANKA_1349200	23167	38353	32157
PBANKA_1446400	209	493	333
PBANKA_0303300	6341	9249	7405
PBANKA_0817400	10291	13097	11436
PBANKA_0930800	2026	2808	2495
PBANKA_0213000	5161	8638	6751
PBANKA_1243200	664	952	872
PBANKA_1405400	3309	6395	5123
PBANKA_0716500	22387	30349	27218
PBANKA_0805900	37135	56223	49369
PBANKA_1357700	9350	12777	12435
PBANKA_0609500	175544	209654	193639
PBANKA_1433600	2088	2199	2510
PBANKA_0100400	5739	5174	6056
PBANKA_0520100	7719	11973	11469
PBANKA_0702400	11615	14881	14107
PBANKA_1346900	1108	1297	1170
PBANKA_1339000	3151	4973	4702
