Geneid	AP2CKO_1.bam	AP2CKO_2.bam	AP2CKO_3.bam
PBANKA_0518700	15824	25555	21713
PBANKA_0605400	1280	2671	1691
PBANKA_1114051	14	8	11
PBANKA_0310500	13361	16801	15356
PBANKA_0506200	17683	22645	25108
PBANKA_1361100	4558	8556	6878
PBANKA_1200500	30	41	42
PBANKA_0617300	1738	3085	2368
PBANKA_1430500	704	1157	942
PBANKA_1001600	7131	10357	8633
PBANKA_0911000	10525	14278	13797
PBANKA_1429200	67048	80510	73714
PBANKA_0806500	3406	5051	4061
PBANKA_0936200	567	933	720
PBANKA_1124100	1736	2159	1895
PBANKA_0519700	3813	5843	4666
PBANKA_0802900	2320	3414	2746
PBANKA_1033300	3986	5418	4681
PBANKA_0309200	9591	13153	11075
PBANKA_1030400	19395	27146	25829
PBANKA_1228100	101293	114075	107097
PBANKA_1351400	9136	10712	9286
PBANKA_0833700	1497	2465	2403
PBANKA_0412100	8044	12262	10739
PBANKA_1220700	1995	2571	2209
PBANKA_0308400	409	896	645
PBANKA_1100051	0	0	0
PBANKA_1021100	5296	5666	5595
PBANKA_1348300	5046	7464	7661
PBANKA_1038100	673	1569	1025
PBANKA_1457100	2759	4484	3688
PBANKA_0110500	36654	44266	37078
PBANKA_0500950	0	4	1
PBANKA_0606400	1244	1741	1494
PBANKA_1241700	3364	4655	4107
PBANKA_0604000	1274	2103	1525
PBANKA_0518200	3242	5438	4139
PBANKA_0200500	443	891	794
PBANKA_1132600	4809	6505	6077
PBANKA_0923100	608	959	799
PBANKA_1437600	188293	217045	213558
PBANKA_1333900	3937	5983	5014
PBANKA_0503600	7843	13095	11218
PBANKA_1212600	5798	7650	7591
PBANKA_0103900	6770	16555	15073
PBANKA_1224200	21739	32476	31023
PBANKA_1020700	5037	7778	5953
PBANKA_1429100	4915	6746	6592
PBANKA_1035500	3661	6031	4644
PBANKA_0600031	558	838	1124
PBANKA_1356800	65176	77021	75022
PBANKA_1207700	3611	6986	5226
PBANKA_0314500	8933	16146	12766
PBANKA_1458600	1578	2076	1773
PBANKA_1132900	4678	6394	5631
PBANKA_1331900	13346	26165	20953
PBANKA_1229800	4444	6516	6072
PBANKA_1441800	2737	3734	3205
PBANKA_0829800	5392	7038	6117
PBANKA_1321800	270	450	363
PBANKA_1462200	8788	13535	11113
PBANKA_1229100	3018	4151	3616
PBANKA_1125700	2902	4981	3872
PBANKA_1213500	1524	2000	1543
PBANKA_1010500	13273	22748	21310
PBANKA_0501600	3636	3806	4052
PBANKA_1024300	12066	17469	15092
PBANKA_1458000	5055	8610	7051
PBANKA_1018400	5127	8012	5715
PBANKA_1311700	9579	11641	11520
PBANKA_0505200	5382	8132	6884
PBANKA_0810600	14368	22453	17401
PBANKA_1446700	3179	4910	4070
PBANKA_0204600	14702	17723	16440
PBANKA_1329000	7877	10966	10304
PBANKA_1141400	12522	15829	14439
PBANKA_1109100	698	1307	1142
PBANKA_1320700	22474	31036	26083
PBANKA_0811800	7671	10452	8995
PBANKA_1310500	31102	35511	29954
PBANKA_0609800	3967	4686	3845
PBANKA_0904700	6208	9690	6906
PBANKA_1138700	18483	28338	22515
PBANKA_1404400	5756	7900	6444
PBANKA_1327700	2843	3951	4037
PBANKA_1332400	4796	7488	6572
PBANKA_0504300	6151	9518	7807
PBANKA_1319000	85553	108227	82943
PBANKA_0813900	5446	8916	7120
PBANKA_0934300	4415	7582	5725
PBANKA_1302100	494	1096	882
PBANKA_0700021	0	0	0
PBANKA_0615000	2932	4918	4199
PBANKA_0928200	15152	22404	18262
PBANKA_0521800	654	1215	675
PBANKA_0622400	393086	445139	405972
PBANKA_1101900	902	1766	1388
PBANKA_1142700	4156	6408	5792
PBANKA_0817900	3291	4534	4694
PBANKA_1246200	0	0	0
PBANKA_1363900	3021	4483	3526
PBANKA_0501400	4496	3818	3887
PBANKA_0938700	1355	2286	1972
PBANKA_1237000	3724	5814	5528
PBANKA_1346700	10179	18251	14781
PBANKA_0210800	1814	3268	2513
PBANKA_1404300	914	1062	743
PBANKA_0401100	29619	41201	35321
PBANKA_1008400	1539	3034	2196
PBANKA_0907600	1467	2135	1812
PBANKA_1459100	4172	5076	4700
PBANKA_1460600	3366	4133	3578
PBANKA_0214400	30894	43359	34106
PBANKA_1144400	3123	4962	3901
PBANKA_1002600	25614	28347	26689
PBANKA_1133600	2071	2769	2410
PBANKA_0942800	1042	1883	1806
PBANKA_0934600	14018	16215	16367
PBANKA_1115400	1412	1749	1539
PBANKA_0700761	819	1106	1538
PBANKA_0108700	37301	47404	31942
PBANKA_1353200	1478	1755	1634
PBANKA_1015300	6751	8478	7252
PBANKA_1103600	3308	5651	4799
PBANKA_1113400	80285	90647	76355
PBANKA_1322200	16394	20466	18604
PBANKA_1317100	6537	9179	8226
PBANKA_1146100	63	81	63
PBANKA_1104300	1644	3188	2545
PBANKA_0306100	18795	27258	27249
PBANKA_0905600	35044	44650	36963
PBANKA_1109200	1158	2226	1701
PBANKA_1434500	1983	2937	2380
PBANKA_0828200	9365	13440	10743
PBANKA_0823600	7816	10409	8722
PBANKA_1403200	1016	1727	1476
PBANKA_0515400	14993	16494	15722
PBANKA_1304600	2111	3724	2832
PBANKA_1031700	625	727	770
PBANKA_0204000	256	729	536
PBANKA_1013800	8868	10961	9126
PBANKA_1117600	438	805	815
PBANKA_0917800	3487	4653	4826
PBANKA_1244200	26853	34642	32139
PBANKA_0914300	4501	7609	5852
PBANKA_1204400	11611	22907	17633
PBANKA_1037900	5980	9211	8562
PBANKA_0622961	200	439	332
PBANKA_1206600	14001	25470	17771
PBANKA_0835900	1412	2410	1733
PBANKA_0812300	3934	5031	4111
PBANKA_1143900	587	844	789
PBANKA_1229900	43160	53608	47359
PBANKA_0615200	46568	69011	56400
PBANKA_0701800	3074	4802	4475
PBANKA_0523400	2396	3387	2664
PBANKA_0823100	99436	114716	107496
PBANKA_1137400	30560	34914	31654
PBANKA_0310800	5719	8518	6916
PBANKA_1314800	39640	92178	66208
PBANKA_0100900	14856	22438	20459
PBANKA_1458200	3310	4863	4838
PBANKA_0110100	33837	40552	37432
PBANKA_0309100	6173	10032	8673
PBANKA_1462000	2035	3158	2663
PBANKA_0836800	6729	14925	10259
PBANKA_0936700	8653	10775	10037
PBANKA_1419300	139556	161655	139473
PBANKA_1009700	4391	6016	5116
PBANKA_0801900	3273	6045	5683
PBANKA_1408100	888	1960	1496
PBANKA_1223900	603	883	448
PBANKA_1419600	2558	4067	3259
PBANKA_1131700	2768	3879	3291
PBANKA_1452100	25160	35157	29403
PBANKA_1365600	2836	4757	4085
PBANKA_0826300	2046	3005	2251
PBANKA_API00035	0	0	0
PBANKA_1343300	8980	18198	12730
PBANKA_1246700	166	265	298
PBANKA_1464700	940	2007	1512
PBANKA_0508700	2421	3131	2944
PBANKA_1105700	3949	5958	5119
PBANKA_0710700	2432	3234	2341
PBANKA_1000031	0	3	2
PBANKA_0821200	45397	55457	47874
PBANKA_0100700	20995	39431	36431
PBANKA_1106200	3455	3688	3344
PBANKA_0519600	2131	2835	2488
PBANKA_1141300	1467	2261	1870
PBANKA_1128900	9007	10454	9342
PBANKA_0523600	5067	5930	5148
PBANKA_1332700	24157	28059	29077
PBANKA_1221200	8822	16697	12644
PBANKA_0834900	6978	10085	8345
PBANKA_0805100	5244	8623	7689
PBANKA_1358000	4018	5190	4792
PBANKA_1324300	1965	1756	1912
PBANKA_0935300	2774	4052	2926
PBANKA_0913100	3549	4367	3748
PBANKA_1438700	1086	1801	1417
PBANKA_1413500	2305	2844	2885
PBANKA_0837021	4	15	9
PBANKA_1343600	1911	2997	2135
PBANKA_0905900	337483	362505	336835
PBANKA_0916700	122108	144137	142303
PBANKA_1020500	3993	4379	3870
PBANKA_0804300	13128	19708	19106
PBANKA_1308000	95364	124166	118474
PBANKA_0805000	4027	6615	5345
PBANKA_0603200	6990	14378	11725
PBANKA_MIT01400	9	11	13
PBANKA_1411800	2673	5334	3846
PBANKA_0810400	1286	1783	1607
PBANKA_1001800	8771	12878	10787
PBANKA_1421400	3109	4856	4573
PBANKA_0512200	2355	3313	2821
PBANKA_1401100	1684	3574	2911
PBANKA_0809300	730	1498	1209
PBANKA_0202700	36570	50482	48402
PBANKA_0807000	52634	75764	64968
PBANKA_1408500	4134	5973	4749
PBANKA_1405200	8872	14378	11656
PBANKA_1033100	7885	9495	9263
PBANKA_0706800	6457	9492	7752
PBANKA_0937840	0	0	0
PBANKA_0807500	22287	29564	24339
PBANKA_1145700	4391	6752	5679
PBANKA_1429600	4827	11128	8487
PBANKA_1031600	8583	10339	9960
PBANKA_1031100	9917	13689	12039
PBANKA_1212900	3428	4693	4103
PBANKA_1000041	1	3	1
PBANKA_1115200	110423	137912	118356
PBANKA_0820300	3709	6667	5121
PBANKA_1352100	31764	41220	41992
PBANKA_1439100	156002	179449	155989
PBANKA_1400041	68	52	54
PBANKA_1242200	1999	3483	2866
PBANKA_1145751	17	73	22
PBANKA_1344500	18455	29639	27520
PBANKA_0906000	797	1234	984
PBANKA_0413200	2205	3441	2839
PBANKA_1421300	3050	4612	3871
PBANKA_1024331	1	4	2
PBANKA_0944041	552	550	660
PBANKA_1305500	14053	16549	15479
PBANKA_1226000	2192	2853	2712
PBANKA_1413100	1702	2599	2012
PBANKA_1114900	19579	22770	20258
PBANKA_1219200	9846	12094	9702
PBANKA_1140100	17142	23985	22307
PBANKA_1358800	4618	7281	6926
PBANKA_0407400	41591	55153	50744
PBANKA_0830800	4094	8777	5937
PBANKA_0837181	45	57	1
PBANKA_1113500	10599	14159	11956
PBANKA_0503500	304487	334073	242409
PBANKA_1304800	852	1614	1350
PBANKA_0317181	353	673	904
PBANKA_1336200	12171	14012	12371
PBANKA_1406400	9928	10483	9353
PBANKA_0403100	2291	2684	2020
PBANKA_0505800	15121	19022	17116
PBANKA_0316841	1072	2079	1769
PBANKA_1443200	1625	3777	2240
PBANKA_1359200	11567	19896	16834
PBANKA_0616400	4255	4955	5218
PBANKA_1311900	351	515	408
PBANKA_1007200	17041	23532	18738
PBANKA_1431600	4469	6552	5687
PBANKA_0417800	18532	19812	17284
PBANKA_0502700	25704	28763	28669
PBANKA_0933800	2708	4156	3109
PBANKA_0805700	102228	215797	160044
PBANKA_1220800	10262	14808	11986
PBANKA_1321300	4089	5311	4358
PBANKA_0703200	2401	4965	3846
PBANKA_1447600	2486	3744	3013
PBANKA_1126900	22309	33648	30959
PBANKA_1328500	583	1247	788
PBANKA_0611200	129	308	215
PBANKA_1226450	0	0	0
PBANKA_0105400	12152	19829	16378
PBANKA_0612100	2698	3524	2989
PBANKA_1213400	1259	1709	1459
PBANKA_1321100	9362	14939	13194
PBANKA_1227400	23129	31505	26073
PBANKA_0807200	33580	38917	35584
PBANKA_1465861	0	0	0
PBANKA_0822100	5304	7160	6420
PBANKA_0707600	4737	6249	5343
PBANKA_0109400	1274	2181	1562
PBANKA_1014400	12324	19791	14940
PBANKA_1311400	9530	9755	10688
PBANKA_0906300	941	1455	1215
PBANKA_1033200	2246	4502	3347
PBANKA_API00442	0	0	0
PBANKA_1456700	321	352	345
PBANKA_1448300	3249	4742	4033
PBANKA_0409500	4194	5488	4809
PBANKA_1428500	2149	4240	3793
PBANKA_0622700	2245	4250	3137
PBANKA_0617400	7026	13086	9778
PBANKA_0601100	13257	20075	16409
PBANKA_1242421	0	3	1
PBANKA_1342000	4276	5243	4432
PBANKA_1341700	14210	15347	15006
PBANKA_0942100	1253	2365	1992
PBANKA_1038000	2063	3961	2854
PBANKA_0307200	4449	6993	6288
PBANKA_0524700	28121	42347	36460
PBANKA_0824100	1494	2217	2250
PBANKA_0714200	8197	15036	11697
PBANKA_1446800	9534	22801	14885
PBANKA_1146400	148	286	292
PBANKA_0108800	13586	16191	17795
PBANKA_0408900	7116	9580	8193
PBANKA_0718100	2130	3373	3084
PBANKA_0909900	9257	13465	12071
PBANKA_1009900	23569	28582	27636
PBANKA_0906100	1149	1172	1237
PBANKA_0103200	10553	13490	10564
PBANKA_1206000	51133	57704	44891
PBANKA_0418200	6129	12310	8905
PBANKA_0721700	18040	26949	21356
PBANKA_1013000	8450	10842	9426
PBANKA_1455700	2618	3934	3357
PBANKA_1122600	2274	3746	3164
PBANKA_1440100	7535	12007	10362
PBANKA_0932600	51351	57148	60088
PBANKA_0901800	6646	11551	8289
PBANKA_1001500	6240	8092	7019
PBANKA_1452600	3784	6553	5195
PBANKA_0831100	12951	17685	15617
PBANKA_1116200	3831	6186	5221
PBANKA_1106100	47219	55097	52143
PBANKA_0927100	1125	1588	1286
PBANKA_1200021	2	0	0
PBANKA_0914900	2431	3384	2634
PBANKA_1224700	9136	12275	10359
PBANKA_1204200	110441	123234	106380
PBANKA_1112500	4906	6466	5187
PBANKA_0300200	63	120	103
PBANKA_0937700	10867	20067	13483
PBANKA_0710600	5077	7203	5978
PBANKA_1013300	5217	5979	4995
PBANKA_0615900	154	237	220
PBANKA_0617600	3566	4799	3411
PBANKA_0212900	4656	7980	5994
PBANKA_0314300	3591	4963	4834
PBANKA_1453800	1497	2076	1710
PBANKA_0008901	1	1	1
PBANKA_1017100	8818	12879	10864
PBANKA_0505500	3691	5459	4875
PBANKA_1428100	9403	12762	10577
PBANKA_0608800	1405	1486	1358
PBANKA_1434900	3685	4296	3883
PBANKA_1108400	1803	3440	2700
PBANKA_0818700	326	623	579
PBANKA_1011700	12403	15025	12335
PBANKA_0206900	537	1009	941
PBANKA_1022700	5608	7724	5828
PBANKA_1034900	11129	18570	16352
PBANKA_0206100	3427	4190	4069
PBANKA_1132100	1457	2103	1867
PBANKA_0619200	58246	71353	65811
PBANKA_API00051	0	0	0
PBANKA_1023200	4185	7338	5175
PBANKA_1323500	748	827	681
PBANKA_1031800	3000	4993	3938
PBANKA_0102200	8109	11935	10087
PBANKA_0911500	8073	8245	7495
PBANKA_0941600	14339	20042	17537
PBANKA_1219300	31328	66225	47548
PBANKA_1327041	18	11	12
PBANKA_1017000	326	377	399
PBANKA_0620900	13992	21506	16674
PBANKA_1422300	4452	5161	4419
PBANKA_0834500	2610	3225	3067
PBANKA_0301400	3464	4948	4289
PBANKA_1432400	33453	45943	42792
PBANKA_1203500	2634	3072	2901
PBANKA_1408400	183	303	243
PBANKA_1237400	317	698	556
PBANKA_0620600	12925	15032	12699
PBANKA_0920600	6231	7219	6338
PBANKA_1100900	3410	6182	5702
PBANKA_0304000	1413	2522	1695
PBANKA_0813000	16661	28980	23231
PBANKA_1417800	6298	11135	9998
PBANKA_1323700	1835	2979	2629
PBANKA_0804000	8411	14502	12316
PBANKA_1005000	929	1452	1034
PBANKA_1114000	5510	6979	5095
PBANKA_1108600	22508	26815	23809
PBANKA_0520600	1846	3739	3052
PBANKA_0913700	3938	6522	5130
PBANKA_1460900	169	318	318
PBANKA_0911800	5647	8705	7433
PBANKA_0604400	4829	6588	5632
PBANKA_1234400	4181	5050	3393
PBANKA_1100071	0	0	0
PBANKA_1220100	6195	9070	7612
PBANKA_1317900	6215	9611	8418
PBANKA_0940600	5755	7995	6261
PBANKA_0722801	24	30	48
PBANKA_1004900	1855	2492	2165
PBANKA_1037500	19436	29240	26896
PBANKA_1144000	5172	7623	6474
PBANKA_1415800	1080	2777	1874
PBANKA_1325700	2011	2854	2623
PBANKA_1211500	3355	6252	5518
PBANKA_0709300	379	809	543
PBANKA_1236000	560	1179	954
PBANKA_1431200	524	651	608
PBANKA_API00140	0	2	1
PBANKA_1137600	963	1411	1066
PBANKA_1204800	2672	4257	2797
PBANKA_1441300	3502	4219	3669
PBANKA_1313100	20139	25459	23404
PBANKA_0519500	741	1227	1724
PBANKA_1465800	57	88	68
PBANKA_1101700	2160	2945	2547
PBANKA_0607600	3981	6925	5175
PBANKA_1244300	6969	9414	8118
PBANKA_API00220	0	2	1
PBANKA_1100850	63	108	132
PBANKA_1100600	11	20	17
PBANKA_1455400	6190	7562	6860
PBANKA_0620300	43432	54720	50134
PBANKA_0826700	25688	50331	44611
PBANKA_0832300	1099	1422	1292
PBANKA_1215300	1062	1899	1427
PBANKA_0816900	6161	8584	6442
PBANKA_1105300	2687	3301	2727
PBANKA_0712000	7014	8675	7859
PBANKA_1455900	1561	2431	1683
PBANKA_0311600	14761	20104	17135
PBANKA_0203100	13591	17887	16579
PBANKA_0804361	0	1	2
PBANKA_1304700	1416	2430	2048
PBANKA_0938400	21645	38234	30680
PBANKA_1409800	1091	2017	1543
PBANKA_1209500	1913	2715	2403
PBANKA_1020000	7999	9659	9026
PBANKA_1139600	65	216	117
PBANKA_0401900	6941	9572	7809
PBANKA_1332900	915	1873	1317
PBANKA_0618100	5333	8273	6399
PBANKA_0708700	326	670	469
PBANKA_0104200	1484	2475	2234
PBANKA_1024500	385	863	575
PBANKA_0604200	26716	37175	33506
PBANKA_1460700	51479	63421	53832
PBANKA_0919600	7165	9657	6115
PBANKA_1442800	1728	2184	1504
PBANKA_1110900	1535	1807	2053
PBANKA_0920100	3542	5663	3951
PBANKA_1246500	116	246	208
PBANKA_1021000	3900	5661	5074
PBANKA_1234100	7852	9528	8155
PBANKA_0712500	463	579	726
PBANKA_1105600	2068	2483	2006
PBANKA_0905000	7123	12869	9282
PBANKA_0612861	20	50	22
PBANKA_1120551	31	48	35
PBANKA_1027000	44237	58153	60006
PBANKA_0201000	631	1618	854
PBANKA_1307900	1719	2341	2088
PBANKA_0706000	3139	4491	3922
PBANKA_1036900	5301	8000	6526
PBANKA_1302800	19041	30990	26114
PBANKA_0317001	49	69	57
PBANKA_1450700	10851	19053	15032
PBANKA_0810500	6776	10192	8302
PBANKA_1403300	15593	15929	13954
PBANKA_1413800	3491	4128	3724
PBANKA_1112700	6443	6481	5905
PBANKA_0700100	180	513	397
PBANKA_0817200	3935	6179	4611
PBANKA_1348400	6598	9903	7467
PBANKA_0824600	936	1629	1325
PBANKA_1033500	1312	2171	1852
PBANKA_1127500	2415	3776	3653
PBANKA_1359800	2348	2881	2286
PBANKA_1356600	334	724	525
PBANKA_1339900	3234	4961	4358
PBANKA_1017600	10932	13462	10836
PBANKA_0111800	3384	4590	4082
PBANKA_1136000	527	629	619
PBANKA_1315900	1798	2638	2494
PBANKA_1447500	770	1138	1084
PBANKA_1142600	3314	4329	3030
PBANKA_0918300	9998	14828	12782
PBANKA_1236700	959	1329	924
PBANKA_0103000	748	1051	913
PBANKA_0929400	18445	20608	17522
PBANKA_1024200	4969	7205	6790
PBANKA_API00015	0	0	0
PBANKA_API00410	0	8	4
PBANKA_0918900	9729	12350	10474
PBANKA_1436500	18182	22072	17674
PBANKA_0615600	2546	3720	2954
PBANKA_1448900	11048	15261	13182
PBANKA_1113600	4954	6214	5347
PBANKA_1315600	4962	7832	8176
PBANKA_1037100	7503	10070	8882
PBANKA_1426100	5325	9031	7151
PBANKA_0922300	8681	13978	11954
PBANKA_0808300	4775	5775	4348
PBANKA_1352300	9818	14658	10968
PBANKA_1220200	11167	17781	17980
PBANKA_0000101	3	5	0
PBANKA_1216000	1906	2021	1849
PBANKA_0713000	2269	3206	2637
PBANKA_0603900	2519	2948	3012
PBANKA_0937000	549	1331	1159
PBANKA_0837161	0	0	2
PBANKA_0007901	0	0	0
PBANKA_1331100	2017	2941	2609
PBANKA_0204200	8248	12162	9151
PBANKA_1114300	11636	15036	12309
PBANKA_0316100	4838	7022	5667
PBANKA_0921900	4780	7552	7809
PBANKA_1458700	5103	7297	5807
PBANKA_0943800	121	214	203
PBANKA_1420100	7598	10655	9970
PBANKA_0815600	3900	5270	4615
PBANKA_0112400	3085	4243	4149
PBANKA_1301200	161	357	228
PBANKA_0940000	4441	4737	4139
PBANKA_1400900	15240	18477	15815
PBANKA_0106000	5198	6517	5933
PBANKA_0517700	4415	6567	5848
PBANKA_1245821	1	0	1
PBANKA_1363700	3857	4406	4031
PBANKA_0809100	2830	5674	4700
PBANKA_0511700	64358	73002	68088
PBANKA_0935200	1468	2345	1691
PBANKA_1341000	31573	39951	36758
PBANKA_1123000	2039	3164	2584
PBANKA_0621100	1059	1660	1569
PBANKA_1325800	2175	2870	2608
PBANKA_1146200	114	217	237
PBANKA_1003600	8787	9638	9305
PBANKA_0524000	6361	9446	7583
PBANKA_0516500	11201	17007	14234
PBANKA_0814300	1227	2323	1862
PBANKA_1138000	5830	7545	6287
PBANKA_0315420	8	22	29
PBANKA_1011200	6372	8144	7063
PBANKA_0819700	7131	10837	12433
PBANKA_1313200	21641	26660	25994
PBANKA_0313700	4342	5389	4816
PBANKA_1026600	10377	14569	12551
PBANKA_1343900	1997	2773	2214
PBANKA_0816200	13313	15522	14423
PBANKA_1301100	2403	4318	3200
PBANKA_1037300	9642	12807	11866
PBANKA_0925600	2041	3474	3265
PBANKA_0509300	15569	19715	18082
PBANKA_0412800	5761	8853	7261
PBANKA_0501200	1370	2139	2400
PBANKA_0829500	1900	3389	2342
PBANKA_1307000	40353	53197	45075
PBANKA_1003100	28193	49519	37267
PBANKA_0914600	54712	63078	51420
PBANKA_0604600	27480	33031	28512
PBANKA_0912900	846	1224	897
PBANKA_0821800	2791	3960	3177
PBANKA_0924000	9107	12371	12149
PBANKA_0100800	85437	99811	83578
PBANKA_1325000	12119	17883	13681
PBANKA_1026400	2399	4163	3488
PBANKA_1330900	16967	22004	19713
PBANKA_1242000	13550	19848	15994
PBANKA_0941100	11645	18674	15199
PBANKA_1010000	3056	9577	5978
PBANKA_API00449	0	0	0
PBANKA_0706100	233	577	375
PBANKA_0617500	2020	2945	2352
PBANKA_0917500	39707	48356	39356
PBANKA_0604800	17962	34026	26778
PBANKA_1447300	999	1257	1170
PBANKA_1004400	5342	7045	6351
PBANKA_API00451	0	0	1
PBANKA_1361700	826	1068	735
PBANKA_0603100	286	366	316
PBANKA_1145200	36055	41149	33002
PBANKA_1115700	17611	23031	18613
PBANKA_1311800	5698	8140	8046
PBANKA_0108500	1401	2570	1802
PBANKA_0407100	13304	19913	17202
PBANKA_0928000	2236	2798	2640
PBANKA_0618600	9431	18350	12544
PBANKA_0400600	292	403	509
PBANKA_0939800	2499	3669	2935
PBANKA_0405400	8653	15472	13323
PBANKA_0717800	23454	44607	33169
PBANKA_1336800	590	735	661
PBANKA_1315400	5578	8131	6824
PBANKA_0935800	5585	7218	5713
PBANKA_0828800	5263	6252	6420
PBANKA_0812600	93578	107219	90154
PBANKA_1231300	74641	90197	93741
PBANKA_0719300	5935	9819	7306
PBANKA_1422600	489	1383	791
PBANKA_0205900	16682	25152	22802
PBANKA_1238700	1927	3598	2983
PBANKA_1217300	2145	3487	3323
PBANKA_1132300	85632	101217	85196
PBANKA_1140200	8677	12374	12155
PBANKA_0904500	4264	6276	4628
PBANKA_0939100	93795	104002	107501
PBANKA_0940300	4250	6434	5320
PBANKA_1110121	8	12	15
PBANKA_0904000	4258	4626	5093
PBANKA_1455500	1805	2204	1918
PBANKA_1346000	2372	3738	3040
PBANKA_0208200	2784	4674	3495
PBANKA_1138500	1290	1551	1279
PBANKA_0815400	82781	92941	85233
PBANKA_1020300	31698	36864	35009
PBANKA_0722700	5	13	15
PBANKA_0615700	42128	53319	50561
PBANKA_0944121	0	2	1
PBANKA_1331400	84527	127773	104210
PBANKA_1031300	8452	10645	8612
PBANKA_0823400	28751	59553	42754
PBANKA_1333400	1005	1365	1176
PBANKA_0517200	3309	6141	5010
PBANKA_0605900	6702	7940	7307
PBANKA_1401800	1590	2592	1988
PBANKA_0831800	3803	5258	4625
PBANKA_1139200	1381	2335	1560
PBANKA_1120200	1001	1873	1699
PBANKA_MIT01500	0	0	0
PBANKA_1437000	4170	8178	6509
PBANKA_1434600	147843	167012	148767
PBANKA_1324400	10527	19814	14906
PBANKA_0410500	11134	16339	15069
PBANKA_1456400	3575	6020	4511
PBANKA_1418100	1221	2115	1774
PBANKA_0717300	47648	57803	52824
PBANKA_0601800	770	1057	806
PBANKA_0937800	5610	7800	7336
PBANKA_1107000	1381	1915	1645
PBANKA_1338600	21265	38249	30478
PBANKA_1456200	7571	13696	10592
PBANKA_0402000	4922	7089	6564
PBANKA_1442900	773	1488	1085
PBANKA_1107100	22531	27244	24491
PBANKA_0703900	12626	28269	21501
PBANKA_1221900	1309	1645	1554
PBANKA_1014900	15692	23220	18920
PBANKA_1347800	4131	5966	5680
PBANKA_1142000	386	650	456
PBANKA_1343700	11155	11897	10500
PBANKA_1318900	3945	5739	5340
PBANKA_0712900	164883	178601	148876
PBANKA_1430300	34133	39630	36886
PBANKA_0617900	5127	7082	5495
PBANKA_0832200	1591	3364	2244
PBANKA_0910900	10604	12343	10830
PBANKA_0403800	9575	15651	12460
PBANKA_1426600	1679	1957	1856
PBANKA_0105800	4835	5427	4947
PBANKA_0907100	114295	134164	125764
PBANKA_0619900	5242	8915	7779
PBANKA_1361900	1260	2202	1648
PBANKA_1240500	569	1093	848
PBANKA_0407700	15626	26311	20840
PBANKA_1133800	10266	13886	12854
PBANKA_0609600	187	250	301
PBANKA_1423000	6705	7072	7905
PBANKA_1319700	3907	5744	5531
PBANKA_0310000	7740	13909	10180
PBANKA_0417100	2685	3598	3599
PBANKA_1128300	1700	3663	2839
PBANKA_0101800	42781	53383	43968
PBANKA_0713300	2995	6210	4053
PBANKA_0609250	4	3	2
PBANKA_0943200	3133	5167	4044
PBANKA_1400011	1	1	19
PBANKA_0403400	1432	1947	1412
PBANKA_1038400	5238	6838	6579
PBANKA_0908900	6252	8107	7522
PBANKA_1022500	3659	4977	5211
PBANKA_1447000	5091	6158	5488
PBANKA_0410700	1792	2607	2055
PBANKA_0836981	64	82	101
PBANKA_1142300	4578	7258	7388
PBANKA_1318700	5598	6698	6057
PBANKA_0300600	17649	33766	25637
PBANKA_0700081	76	126	139
PBANKA_0107400	75817	91073	76475
PBANKA_1410200	1972	2679	2618
PBANKA_0309600	563	932	704
PBANKA_0600086	289	441	546
PBANKA_0824700	11919	18481	15578
PBANKA_0716800	40	42	55
PBANKA_1431900	3315	6257	5083
PBANKA_1238000	2574	3847	2872
PBANKA_1323300	5055	6348	5235
PBANKA_1130100	1210	1930	1423
PBANKA_0807100	1432	2785	2254
PBANKA_0611500	3048	3145	3343
PBANKA_1320300	801	2029	1342
PBANKA_API00160	4	10	1
PBANKA_0401700	5747	8255	7072
PBANKA_1357800	41431	61935	54897
PBANKA_0619500	6755	7090	5539
PBANKA_1216500	16594	37340	26208
PBANKA_1003000	612	1336	1011
PBANKA_0914700	4223	7986	7107
PBANKA_0411700	7536	11296	8364
PBANKA_1237200	5897	7861	6858
PBANKA_1354300	28315	39508	36417
PBANKA_0828600	5493	7408	6220
PBANKA_0603400	920	1754	1402
PBANKA_1110300	12747	17651	16404
PBANKA_0201800	2058	3804	2614
PBANKA_0822600	4578	6748	5919
PBANKA_1422700	5108	7169	6570
PBANKA_1305800	548	866	670
PBANKA_1401500	2884	4468	3533
PBANKA_0904600	22212	25085	24424
PBANKA_API00025	0	0	0
PBANKA_0938600	4166	7831	5615
PBANKA_1439900	2428	3244	2816
PBANKA_0810700	123015	141256	145401
PBANKA_1107900	12706	21726	18529
PBANKA_1203700	38386	46049	43706
PBANKA_MIT00100	0	0	0
PBANKA_0104700	13483	18292	15399
PBANKA_0502200	5963	11058	7889
PBANKA_0700561	1164	2087	1845
PBANKA_0706400	14704	19181	15930
PBANKA_1355600	322	373	376
PBANKA_1426000	1325	2856	2106
PBANKA_1342800	2148	2716	2497
PBANKA_1215600	15670	30058	23828
PBANKA_0202500	20508	23534	19510
PBANKA_0301300	53364	71718	62430
PBANKA_1222000	2571	3745	2509
PBANKA_1337000	6033	9298	8140
PBANKA_1303900	140039	163968	159364
PBANKA_1024800	7765	10661	8695
PBANKA_0006300	9	16	14
PBANKA_0511600	676	1179	898
PBANKA_1115100	5629	7942	6865
PBANKA_1347600	1823	3739	2989
PBANKA_0713100	22462	22807	22514
