Geneid,AP2CKO_1.bam,AP2CKO_2.bam,AP2CKO_3.bam,271KO_RNA_1.bam,271KO_RNA_2.bam,271KO_RNA_3.bam
PBANKA_0201450,96,185,136,2,16,4
PBANKA_1138100,2569,2673,2930,345,379,699
PBANKA_1217700,25521,32183,28693,3712,9166,9533
PBANKA_1445000,7551,9606,11003,1899,2613,3133
PBANKA_0619000,5605,6776,5461,229,643,578
PBANKA_1220600,14486,16417,15427,859,1690,1690
PBANKA_1109800,1829,4168,3381,196,566,509
PBANKA_1440200,1961,2983,2691,125,348,277
PBANKA_1411500,967,1300,1542,112,140,301
PBANKA_1100461,81,174,180,5,10,16
PBANKA_0836850,32,67,59,3,1,5
PBANKA_0710900,3036,4185,3636,220,1033,926
PBANKA_1331000,1486,2389,1943,119,476,544
PBANKA_1435000,311,353,383,40,67,136
PBANKA_1431300,3786,4737,4648,620,1295,1467
PBANKA_0311200,5738,8470,8129,244,845,824
PBANKA_1465600,524,783,860,79,152,133
PBANKA_0927200,15775,23690,19542,640,1881,1494
PBANKA_0907200,7915,9571,8700,665,1370,1526
PBANKA_0310400,3002,4309,3606,274,571,536
PBANKA_0904100,5481,7838,7957,505,1644,1960
PBANKA_0310900,14307,21512,15675,1244,3928,3057
PBANKA_0722961,0,0,0,0,0,0
PBANKA_0932800,12556,13329,13111,865,1904,2001
PBANKA_1035200,55823,68225,63511,6655,11998,14556
PBANKA_0926400,1344,2246,1736,72,210,171
PBANKA_1217800,6446,8792,7187,361,1139,1381
PBANKA_0717700,2592,4414,3645,191,673,408
PBANKA_0603600,1138,1927,1405,87,469,416
PBANKA_1238100,8744,12792,10469,1619,6847,6942
PBANKA_0108600,4372,6549,4287,184,497,325
PBANKA_1411600,677,1135,864,55,159,152
PBANKA_1103700,3587,3726,3761,261,956,1577
PBANKA_API00228,0,0,0,0,0,0
PBANKA_1327900,30043,42480,33676,1469,4372,3995
PBANKA_1444100,16544,29745,21513,1845,4602,3699
PBANKA_0605100,18204,17979,13563,714,1321,1333
PBANKA_1315200,771,1296,1192,19,148,131
PBANKA_1107400,16796,26062,23252,1402,3824,3610
PBANKA_0825300,7111,9113,7745,285,702,817
PBANKA_1407000,4374,5350,4564,358,801,880
PBANKA_0717600,2691,3036,2646,179,374,504
PBANKA_1427500,2551,4957,3785,286,1224,1082
PBANKA_1018700,1749,4498,3263,342,886,533
PBANKA_1128800,35275,40339,40048,7482,17661,18895
PBANKA_0919200,3092,5857,4942,143,693,708
PBANKA_1037000,2981,4838,3929,183,496,497
PBANKA_1362500,1061,1524,1456,106,402,403
PBANKA_1116700,5367,7525,7370,379,1004,971
PBANKA_0900900,4302,4595,4934,179,365,562
PBANKA_1120800,5517,8815,6892,382,833,839
PBANKA_1031400,2436,3697,2980,142,617,409
PBANKA_1317200,170342,233096,223768,28728,50895,59441
PBANKA_0312600,1750,2279,2413,150,617,726
PBANKA_0720000,11491,14292,13098,991,1772,1792
PBANKA_0305900,623,1360,925,21,191,101
PBANKA_1021500,1215,2155,1833,106,487,327
PBANKA_0301500,4000,6173,5798,300,583,505
PBANKA_0402600,2231,2215,2498,366,454,632
PBANKA_0719800,23181,25021,26431,1471,3464,4894
PBANKA_0819500,6099,7796,6599,406,1052,1073
PBANKA_0523700,8848,7760,6519,265,709,851
PBANKA_0835600,3359,5278,5620,595,1763,1533
PBANKA_API00430,1,1,1,0,0,4
PBANKA_0836941,36,50,55,5,17,12
PBANKA_0522300,4901,5873,4331,197,600,303
PBANKA_0522100,13442,19594,17440,945,1962,2109
PBANKA_1201800,134545,159195,143899,11049,20435,22775
PBANKA_1405000,31819,41434,40661,3721,7126,7733
PBANKA_0610500,3381,4769,4862,235,824,1128
PBANKA_1039100,3125,4224,3713,231,601,635
PBANKA_1109900,16716,19311,18416,2249,4485,5467
PBANKA_1014600,3136,4176,3700,292,678,802
PBANKA_0836200,7440,12427,12038,566,1757,1577
PBANKA_1322400,9365,12336,9753,608,1593,1556
PBANKA_1146600,865,2192,1425,30,137,83
PBANKA_1036600,14762,19848,16480,789,2936,2659
PBANKA_1240200,2689,4595,3970,247,824,773
PBANKA_0939700,3206,5118,4269,320,712,583
PBANKA_1218700,2307,2958,2430,150,364,374
PBANKA_1203000,501,1052,743,48,134,138
PBANKA_0415400,9754,13346,11309,505,1164,1135
PBANKA_1245800,11520,17221,16740,753,1848,2407
PBANKA_1463900,10292,12642,11556,1451,3408,3932
PBANKA_0836600,1223,1729,1724,48,165,196
PBANKA_0006900,0,0,0,0,0,0
PBANKA_1212700,51630,67136,56852,4757,9629,9566
PBANKA_1459300,64947,103359,87951,8368,32867,25864
PBANKA_0513700,344,374,464,14,57,107
PBANKA_0518000,2468,3647,2832,204,514,512
PBANKA_1025400,3111,4404,3898,179,660,609
PBANKA_1013700,2433,3358,3092,269,895,1039
PBANKA_0510100,38135,42592,39779,2757,5101,5882
PBANKA_0502800,27052,36060,33998,1279,3033,3621
PBANKA_0931500,21351,24385,21951,2042,5348,6226
PBANKA_1437700,76837,83195,78909,6657,12810,15236
PBANKA_1457000,4802,5522,5098,341,773,937
PBANKA_0622100,22062,28979,26873,1869,4400,4886
PBANKA_1302400,7863,12296,10514,629,1362,1322
PBANKA_1431400,34717,46144,47771,4898,8210,8635
PBANKA_1461100,8008,10658,9555,650,1917,1865
PBANKA_0506600,40368,55460,41976,3837,6584,6063
PBANKA_1027600,1448,1517,1795,76,178,328
PBANKA_1200081,1,6,2,0,1,0
PBANKA_1221000,696,1510,1148,81,195,127
PBANKA_0516000,8780,11618,10069,841,1451,1790
PBANKA_0407600,14012,25559,20247,1908,4381,4211
PBANKA_0408200,8379,10802,12428,1512,2099,2976
PBANKA_0718900,7723,10076,9192,471,1134,1429
PBANKA_1124300,5664,6476,6530,261,628,992
PBANKA_1454100,12003,21529,17193,1243,3452,2760
PBANKA_0507300,81487,115262,106700,10128,24048,23707
PBANKA_0303000,3892,5644,5022,242,640,710
PBANKA_0830450,2261,4035,3007,166,584,467
PBANKA_1353400,10279,9850,10431,820,1055,1606
PBANKA_1227800,8245,12639,10654,365,812,944
PBANKA_0517300,3871,6358,4932,212,582,470
PBANKA_1352500,83681,97776,91762,12769,21942,26961
PBANKA_0607000,11497,13507,11879,1092,2103,2231
PBANKA_0713600,2577,3372,2950,79,268,267
PBANKA_0915400,10549,13814,11985,252,661,596
PBANKA_0711300,5199,5549,5273,395,876,1094
PBANKA_1108000,13489,21684,17855,1572,3474,3400
PBANKA_0200670,30,64,53,2,10,8
PBANKA_0314800,7882,9629,8220,1009,2515,2632
PBANKA_1022100,1022,1479,1425,43,143,152
PBANKA_1422200,2069,3840,2872,162,643,515
PBANKA_0607900,4710,5772,5295,441,905,1018
PBANKA_0817100,5235,5860,5655,535,1124,1165
PBANKA_0940400,2086,3138,2737,100,354,346
PBANKA_0300400,64,74,78,8,19,17
PBANKA_1437400,2394,4696,4079,450,1052,1032
PBANKA_0417500,10737,20221,16408,1063,2550,2280
PBANKA_1451900,1067,1878,1897,105,282,289
PBANKA_1010300,35547,43489,38290,2429,6010,5676
PBANKA_0923300,23361,27313,28101,4661,9580,10189
PBANKA_1036500,4945,6225,5091,273,768,841
PBANKA_0619800,9586,13626,12028,501,1244,1462
PBANKA_1232200,54816,82499,70224,5247,11983,11305
PBANKA_1364000,6913,11180,8575,351,1042,816
PBANKA_1337400,5765,8436,6738,337,1041,888
PBANKA_1239500,1937,3061,2474,218,515,486
PBANKA_0808380,15,15,14,6,2,6
PBANKA_1025200,3709,6917,6273,421,1020,989
PBANKA_1446100,24048,25674,23395,1265,2918,3577
PBANKA_0929900,3131,6438,5342,393,913,841
PBANKA_1245200,35505,40691,41545,16397,51983,59895
PBANKA_1443500,22542,34488,25784,966,3057,2354
PBANKA_1406600,5446,7618,6558,393,1254,1447
PBANKA_1434000,3368,4406,3718,294,766,751
PBANKA_0910200,18958,31360,22635,1515,3757,2936
PBANKA_0301000,40363,43093,36078,1699,2899,2830
PBANKA_0509900,3930,6688,5981,483,1023,1078
PBANKA_0835800,2167,3938,3068,76,457,359
PBANKA_1461400,16137,23829,21732,1838,5296,5803
PBANKA_1310700,84625,93269,85095,6114,12834,17535
PBANKA_0400200,40,73,60,6,17,14
PBANKA_1000800,1484,2452,1454,61,157,105
PBANKA_1344700,14997,17192,12116,706,2033,2087
PBANKA_1133200,4211,5443,5185,781,1980,2067
PBANKA_0403000,9062,18068,13527,677,2383,1897
PBANKA_0112300,8189,9133,8624,506,998,1176
PBANKA_1451300,1047,2224,1556,56,199,171
PBANKA_1416700,383,871,746,46,211,149
PBANKA_1140000,3206,4292,3634,230,597,575
PBANKA_0314600,2719,4477,3492,147,494,453
PBANKA_0314200,21177,28284,23577,2356,5226,4693
PBANKA_0407550,28,32,34,5,14,10
PBANKA_1206400,3499,4930,4068,287,714,594
PBANKA_0717500,2140,3550,2671,168,381,302
PBANKA_1204600,1007,1420,1095,46,163,143
PBANKA_0616100,3363,5531,3701,279,731,608
PBANKA_1200700,249,531,518,24,76,84
PBANKA_1437800,4795,6108,5547,401,792,913
PBANKA_1342400,1970,3000,2928,90,244,310
PBANKA_1406900,31969,44547,39184,2812,5804,5093
PBANKA_1235100,2276,4490,3152,103,521,509
PBANKA_1318800,20716,21817,21243,2503,5052,6162
PBANKA_0508500,4102,6001,4345,155,590,546
PBANKA_1145400,7956,11769,12072,445,1412,1574
PBANKA_1435400,7274,8178,6404,276,662,664
PBANKA_0912400,12493,13568,12444,690,1691,1762
PBANKA_1328700,2203,4016,3055,258,738,678
PBANKA_1124500,16418,21778,18281,1114,2911,2992
PBANKA_0610800,6723,11077,9512,440,992,1121
PBANKA_0806800,32554,43877,42577,4001,6681,7075
PBANKA_1304200,1981,3330,2587,187,410,440
PBANKA_0618200,22033,31831,25006,1119,3036,2584
PBANKA_1230900,435,1133,725,35,115,51
PBANKA_1021300,2343,3381,2890,179,378,403
PBANKA_1407100,2398,3506,2736,112,313,321
PBANKA_0902800,235,207,217,9,21,21
PBANKA_0708100,13565,17735,15690,1345,2747,2752
PBANKA_1338100,74335,85065,85965,15117,42142,52724
PBANKA_0316981,563,636,806,45,63,163
PBANKA_1466181,0,1,0,0,0,0
PBANKA_0709400,7688,11154,8910,372,1836,1360
PBANKA_0827200,4652,8951,7262,262,1460,877
PBANKA_0408700,4064,4809,4627,217,726,727
PBANKA_0939200,3362,5120,4572,125,327,380
PBANKA_1242600,3889,5808,4888,271,1360,1497
PBANKA_1145731,38,35,30,7,11,10
PBANKA_1119500,1221,1221,1331,93,184,240
PBANKA_1208900,10937,15357,15736,1927,3537,3947
PBANKA_MIT03200,0,0,0,0,0,0
PBANKA_1039000,12137,15671,15634,1655,2965,3697
PBANKA_1465400,106,206,240,14,34,45
PBANKA_1451100,73665,80866,70044,3519,7032,9919
PBANKA_0921700,93859,99335,93360,6800,11383,15432
PBANKA_0928100,11285,30242,19315,1642,5788,3073
PBANKA_0935600,3390,4186,4187,384,1838,2452
PBANKA_0801200,42630,62035,51934,4369,9455,9544
PBANKA_1019520,0,0,0,0,0,0
PBANKA_1108100,10301,12689,11017,588,1494,1353
PBANKA_0928500,8051,11291,9278,806,1476,1686
PBANKA_1032700,11670,22429,16965,1072,2873,2599
PBANKA_1240900,263,479,292,11,59,31
PBANKA_0515350,1457,1990,1850,184,311,308
PBANKA_1231400,8744,10751,9660,415,743,949
PBANKA_0104600,20758,25143,20177,1086,2297,2438
PBANKA_0837101,35,50,57,1,14,5
PBANKA_0214300,7431,12342,9382,673,1614,1618
PBANKA_0833900,8798,12018,10130,680,1446,1298
PBANKA_1040621,2,0,0,0,0,0
PBANKA_1122100,1648,2177,2020,42,141,162
PBANKA_1134100,17355,31030,23865,2180,5102,4219
PBANKA_1346400,11178,12803,12530,808,1449,1919
PBANKA_0008401,0,0,0,0,0,0
PBANKA_0927800,2645,4536,3918,384,878,683
PBANKA_0934800,1153,1408,1418,115,288,282
PBANKA_1036700,477,1013,728,29,71,65
PBANKA_0800200,619,888,1005,141,312,275
PBANKA_0516100,4588,5611,4747,257,557,588
PBANKA_0939600,134743,194826,151465,9819,22642,21206
PBANKA_0910500,15,18,24,2,17,16
PBANKA_1306900,15158,19668,17555,1417,3042,3198
PBANKA_1342900,2315,2942,2196,52,120,132
PBANKA_1205400,11846,13967,12767,1256,2377,2508
PBANKA_1037200,3148,4547,4097,255,570,721
PBANKA_0205800,155543,189275,168624,12385,26065,28809
PBANKA_0922200,3024,4295,3801,352,929,914
PBANKA_1418300,12424,20477,17618,865,2635,2395
PBANKA_1346750,0,0,0,0,0,0
PBANKA_API00360,0,1,0,0,0,4
PBANKA_1406100,9133,13141,12175,1262,2290,2489
PBANKA_1225400,4861,6004,6174,247,1549,1786
PBANKA_1403700,3057,3621,2828,145,335,398
PBANKA_1244500,2101,3470,2617,103,318,385
PBANKA_MIT00600,273,283,228,140,326,363
PBANKA_0835700,601,957,628,7,58,20
PBANKA_1410100,69647,80956,78273,5375,11033,14045
PBANKA_0705500,5946,8440,7289,667,1957,2241
PBANKA_0501051,0,0,0,0,0,0
PBANKA_1029300,1326,2574,1605,69,181,115
PBANKA_1231800,13989,25874,20954,2004,6530,5310
PBANKA_0310200,2328,3478,2698,223,470,488
PBANKA_1000500,3312,5984,5232,365,966,703
PBANKA_1245700,1497,2548,2005,117,242,259
PBANKA_0309900,336,630,433,11,53,32
PBANKA_0103100,2437,3792,2823,67,241,209
PBANKA_1350500,6696,11043,8935,704,1903,2025
PBANKA_1356100,3618,4734,4296,96,568,412
PBANKA_1243100,4284,5029,4564,529,1684,1573
PBANKA_1119921,113,128,117,8,18,27
PBANKA_0719100,7876,9543,7050,325,1033,1379
PBANKA_1243000,8523,9810,8033,635,1743,1794
PBANKA_0708800,7707,12939,10153,660,1656,1477
PBANKA_0940100,9558,13345,11776,897,1837,2196
PBANKA_0927600,236226,267852,203857,8159,18180,16818
PBANKA_0800900,3800,7224,5164,227,717,542
PBANKA_0824300,29006,36561,28939,1325,3100,2754
PBANKA_0902000,2612,3302,2880,181,364,420
PBANKA_1462900,3706,5358,4818,222,450,532
PBANKA_1434200,6033,11119,8258,493,1412,1100
PBANKA_1433100,4978,8824,7198,440,1041,1191
PBANKA_1423500,15314,31936,22261,1287,3891,2994
PBANKA_0941800,121819,109843,90955,5882,12757,19535
PBANKA_1440900,1831,2990,2247,144,357,325
PBANKA_0414100,21337,32314,25302,1752,4071,3969
PBANKA_1203600,141,153,161,17,60,56
PBANKA_1360000,9185,11887,10615,892,2065,2031
PBANKA_0819400,7406,8209,7332,720,1426,1473
PBANKA_0111900,2885,2732,2096,98,229,141
PBANKA_0201360,55,135,120,8,28,42
PBANKA_1233400,25644,31144,29535,2725,5086,6104
PBANKA_0601700,3086,5459,5147,162,418,589
PBANKA_1305200,211229,245994,226713,18162,34541,42111
PBANKA_API00447,0,0,0,0,0,0
PBANKA_1351200,2032,3075,2428,88,190,178
PBANKA_0007701,33,83,57,0,6,2
PBANKA_0704600,2544,4739,4138,153,426,359
PBANKA_1459900,4510,5957,5456,379,909,1225
PBANKA_0214200,6194,10649,8034,489,1118,1011
PBANKA_1246161,2991,5048,4701,213,1072,1129
PBANKA_1022000,12096,22301,16978,1471,6889,5567
PBANKA_1029400,23305,28239,20993,1409,2584,2647
PBANKA_1421100,6540,10874,8352,577,1319,1112
PBANKA_0408600,1766,2767,2264,131,439,445
PBANKA_0208000,7065,9106,7869,566,1431,1763
PBANKA_0820600,803,1378,1419,60,125,195
PBANKA_1232300,7624,10711,9947,795,1653,1792
PBANKA_0808800,672,1302,1077,41,106,108
PBANKA_0404000,17509,25158,23124,882,2303,2420
PBANKA_1312900,44243,49307,39885,1701,4071,6218
PBANKA_1039450,0,0,0,0,0,0
PBANKA_0308800,2008,2964,2775,213,562,596
PBANKA_1209000,5863,10446,8805,882,1932,1736
PBANKA_0006800,0,0,0,0,0,0
PBANKA_1455000,5818,6966,6864,815,2224,2686
PBANKA_1355300,1228,1467,1244,92,195,217
PBANKA_0508600,13902,16214,15129,942,1843,1942
PBANKA_1016500,7138,9281,8019,268,822,735
PBANKA_0112200,37287,38272,37763,3293,5449,7558
PBANKA_0913800,6262,10606,8504,543,1293,1284
PBANKA_1011100,28682,37549,32907,1788,4700,4720
PBANKA_0101600,1139,1977,1540,59,202,182
PBANKA_0712700,2221,2118,2223,169,475,692
PBANKA_1140600,6576,10392,9813,997,2135,2456
PBANKA_1038300,3883,6466,4839,259,1155,921
PBANKA_1400700,26859,43598,39424,2486,11560,12557
PBANKA_0301200,2811,3640,3228,198,732,777
PBANKA_1029900,2444,5212,4125,178,543,417
PBANKA_0941900,180337,183751,159875,18537,58859,57596
PBANKA_0301100,15937,17962,15259,795,1447,1433
PBANKA_0312500,12126,17919,14829,1214,3217,2825
PBANKA_0908500,26811,34416,30015,2012,4805,4654
PBANKA_0520300,2899,4040,3488,137,430,410
PBANKA_1023100,3246,4532,4239,389,576,804
PBANKA_1405800,2246,4813,3280,140,413,318
PBANKA_1326000,17255,26784,22094,1004,3163,2648
PBANKA_1456100,18308,35657,27836,1705,5151,5154
PBANKA_1224300,104,123,113,4,50,27
PBANKA_1014700,1488,2320,1934,106,327,323
PBANKA_0414400,5889,11117,9047,657,3093,2396
PBANKA_1001400,16465,21398,19000,1503,2668,2719
PBANKA_1030500,4674,7696,5525,272,1031,614
PBANKA_1018500,6330,11352,9190,528,1822,1580
PBANKA_0600351,469,541,621,18,53,85
PBANKA_0510800,22278,23826,23563,1679,2512,3459
PBANKA_0919700,1566,2584,2046,107,229,259
PBANKA_1307800,7814,13918,11492,647,1598,1372
PBANKA_1203450,374,399,428,51,217,241
PBANKA_0104300,689,1069,989,48,110,119
PBANKA_1025600,1202,1824,1475,55,198,153
PBANKA_1225700,9240,12801,11415,806,1998,2043
PBANKA_1242700,7382,11048,9156,657,1973,1539
PBANKA_0617800,2608,3041,3107,212,420,585
PBANKA_0821300,1596,1936,1461,99,289,200
PBANKA_1232000,1508,1848,1642,71,184,174
PBANKA_1225300,40161,45527,39298,2290,4568,5357
PBANKA_1334500,1275,1737,1376,81,204,255
PBANKA_0714300,5173,6448,6355,893,1873,2312
PBANKA_1116000,899,1211,1594,168,239,395
PBANKA_1123600,612,1395,927,42,349,215
PBANKA_1224800,1633,2087,1960,132,394,376
PBANKA_1325300,7502,12693,10257,868,1863,1600
PBANKA_MIT02600,0,0,0,0,0,0
PBANKA_0916600,11547,14141,12620,887,2036,1993
PBANKA_1029600,12156,16238,13554,374,892,722
PBANKA_0814400,1222,1901,1564,93,410,471
PBANKA_0919100,40413,58527,54822,2848,8104,9990
PBANKA_1246800,73,89,120,21,39,32
PBANKA_0201500,6914,13295,10893,369,1811,1140
PBANKA_0210200,9038,14424,13255,845,1926,2028
PBANKA_0205400,5432,9946,7611,649,1773,1505
PBANKA_1402400,4450,6786,6851,1017,2239,2631
PBANKA_1131400,65289,79949,75676,4563,9080,12865
PBANKA_1106500,101413,125171,119544,15004,26753,30142
PBANKA_1118400,1426,2456,2244,111,277,189
PBANKA_1452300,3514,5351,4452,430,1673,1528
PBANKA_0920700,4922,7021,6391,419,880,1038
PBANKA_0820200,1450,1556,1918,199,462,832
PBANKA_1458900,20756,25159,20924,1346,3007,3270
PBANKA_0209200,2347,3587,2809,89,503,393
PBANKA_0504000,21085,28822,20830,1219,2803,2248
PBANKA_0516600,5108,7454,6049,465,1119,1171
PBANKA_0922600,3823,4197,3983,171,625,773
PBANKA_0707500,2957,4360,3426,319,714,826
PBANKA_0415100,2967,3614,3343,152,438,383
PBANKA_1340500,43149,52603,48623,2817,5723,5735
PBANKA_0417200,136014,163191,141141,12986,20122,23529
PBANKA_0409200,3191,5220,4165,177,530,490
PBANKA_1419100,19833,27161,23331,2237,4429,5112
PBANKA_0411400,3204,5632,4319,422,1456,1065
PBANKA_1202000,72405,86438,83717,9267,16684,21738
PBANKA_1343750,445,668,629,92,468,1828
PBANKA_MIT02900,0,0,0,0,0,0
PBANKA_0827300,9347,11638,11001,929,1682,1770
PBANKA_0906800,59,98,79,5,17,17
PBANKA_0817800,745,1317,962,49,169,164
PBANKA_0213400,5811,9691,8656,405,1153,1149
PBANKA_1336600,20329,23454,22245,1872,3490,4648
PBANKA_1000051,0,0,8,0,0,0
PBANKA_1020200,2258,4166,2978,214,418,325
PBANKA_1328000,6572,8802,9146,569,1301,1723
PBANKA_1007900,37618,41652,36349,1634,3598,4438
PBANKA_0704500,84118,132815,115049,7338,17917,16467
PBANKA_0524300,43600,73953,63084,5257,12841,11543
PBANKA_0816300,6910,8113,7488,594,1132,1342
PBANKA_0933600,2701,4323,3478,282,736,637
PBANKA_0831300,4690,7142,5677,212,576,424
PBANKA_0716100,1597,2412,2135,116,252,271
PBANKA_0108400,7116,10191,8134,487,1008,946
PBANKA_0109600,5552,9087,6608,561,1706,1498
PBANKA_0701500,2052,4178,3167,254,622,511
PBANKA_0401200,4704,6837,5525,293,876,749
PBANKA_1016200,13677,16854,12723,600,1484,1474
PBANKA_0710200,7642,7978,7511,865,1699,2201
PBANKA_1001000,17607,24992,22258,807,2744,2609
PBANKA_1029100,358,453,523,53,65,132
PBANKA_0510400,9969,12156,10190,765,1632,2047
PBANKA_1136400,3045,4426,3815,341,1250,1092
PBANKA_0712300,12052,15922,12538,761,2025,1941
PBANKA_1305000,13421,27151,23272,3476,7042,5620
PBANKA_1326400,53266,135884,105235,22308,85980,70783
PBANKA_1200031,2,1,1,0,0,1
PBANKA_0404800,25987,38690,31234,2466,6193,5950
PBANKA_1040100,73763,80851,78521,6164,13054,16926
PBANKA_1000700,3904,6694,4889,348,881,703
PBANKA_1317500,11730,17528,14985,1204,3066,2912
PBANKA_0211700,1960,2492,1936,88,213,232
PBANKA_1236300,4188,5732,5086,346,628,792
PBANKA_0817000,24469,30895,30040,2421,4766,5305
PBANKA_1417000,2540,3760,3362,175,458,435
PBANKA_1300500,5902,7864,8059,1069,2025,2218
PBANKA_0413500,23874,32443,29483,2522,5698,6366
PBANKA_0830000,6097,10120,8147,361,1094,979
PBANKA_0303400,4334,5664,4753,312,1043,1097
PBANKA_1015600,1881,4169,2650,76,324,175
PBANKA_1235800,358,474,352,14,40,33
PBANKA_0700300,13,20,15,2,12,8
PBANKA_0401800,16425,23707,20034,1164,3188,3107
PBANKA_0815300,3155,4318,3982,215,389,417
PBANKA_1428700,48854,79243,58788,3840,7606,7346
PBANKA_0610700,4208,5298,4663,438,862,1021
PBANKA_0803100,27010,39559,35120,4127,8959,8130
PBANKA_0607800,15862,18560,17130,1061,2398,2865
PBANKA_1236900,9133,10192,9841,543,1835,2457
PBANKA_1405700,819,1712,1109,22,136,64
PBANKA_0925900,5118,8594,6055,257,961,585
PBANKA_1310900,1860,2657,2299,120,363,312
PBANKA_0507100,3734,5541,4663,730,3109,2778
PBANKA_1031200,7170,9677,8715,494,1105,1292
PBANKA_1426800,261,510,393,17,46,57
PBANKA_1338800,1566,3016,2190,92,375,232
PBANKA_1200011,0,0,0,0,0,0
PBANKA_1244051,10,14,14,0,6,2
PBANKA_0501900,3304,6591,5300,218,702,521
PBANKA_0901100,7238,11176,9153,346,1091,970
PBANKA_1015800,7183,10634,8590,528,1264,1070
PBANKA_1112000,148,161,165,9,35,45
PBANKA_1410800,371,854,525,20,95,36
PBANKA_1403400,619,1384,1150,74,281,274
PBANKA_1004000,1273,3346,2451,194,521,355
PBANKA_0205700,51,104,67,5,21,10
PBANKA_0409900,1590,1938,1714,135,508,603
PBANKA_MIT00200,0,0,0,0,0,0
PBANKA_1330200,1649,2127,2074,96,213,200
PBANKA_0917200,4818,5848,4798,543,878,817
PBANKA_0804800,1194,2509,1983,78,290,223
PBANKA_0524400,2957,5452,4445,238,649,609
PBANKA_0919400,11871,13866,11684,953,2002,2171
PBANKA_0315600,6433,11212,9454,946,3570,3566
PBANKA_0405310,0,0,0,0,0,0
PBANKA_1205600,1405,2066,1573,85,352,355
PBANKA_1122000,13575,21028,18762,1306,3096,3059
PBANKA_1312700,32139,40184,31385,3252,7740,7991
PBANKA_1357100,2870,3605,3331,162,500,554
PBANKA_1431500,15639,24260,22351,2252,3916,4070
PBANKA_0511000,169,335,305,12,25,51
PBANKA_0815500,29929,35347,30605,1495,3198,3627
PBANKA_1432300,4516,5227,4578,697,1480,1508
PBANKA_1351000,5553,7876,7027,378,970,1145
PBANKA_1237100,127197,149135,151100,9357,21460,22891
PBANKA_0607500,501,1050,796,51,191,110
PBANKA_1302300,10269,11282,11745,856,1632,2004
PBANKA_0600800,5105,6030,4321,231,595,452
PBANKA_0822200,2616,3776,3319,167,563,540
PBANKA_0101100,250,573,377,25,81,60
PBANKA_0207900,321,334,331,24,151,140
PBANKA_1007100,1863,3678,2819,123,438,354
PBANKA_1227000,22578,23039,19604,880,1956,2331
PBANKA_1019400,26845,49677,36875,1548,5374,4051
PBANKA_0212600,2374,3424,2885,184,612,649
PBANKA_1437100,13566,16934,18289,710,1783,2286
PBANKA_1114500,3639,4536,4100,261,554,478
PBANKA_1417500,5542,9244,7661,450,967,1088
PBANKA_1126700,227,505,435,15,59,65
PBANKA_0933500,6115,8383,6947,627,2575,2378
PBANKA_1417700,734,1129,887,107,218,117
PBANKA_1344800,2251,3086,2986,247,510,486
PBANKA_1404900,12043,20424,14817,1205,2466,1849
PBANKA_1220500,19996,24996,22054,1313,3341,3143
PBANKA_1331500,470,891,661,30,71,64
PBANKA_1135600,7929,12480,10391,751,1802,1734
PBANKA_0513300,1840,2730,2845,99,287,355
PBANKA_0614600,1127,2115,1494,40,193,131
PBANKA_0702600,658,933,806,37,103,100
PBANKA_0609200,2216,2855,2487,120,384,436
PBANKA_1003500,2073,3949,2882,134,350,384
PBANKA_0906500,9253,20186,14430,484,2292,2339
PBANKA_1349300,10660,13650,12800,1127,2300,2954
PBANKA_1135100,11830,20515,17455,1353,4886,4735
PBANKA_0705600,120425,136831,112353,6221,11813,13290
PBANKA_0833000,26257,41975,33407,3625,16757,15795
PBANKA_0512700,9550,13437,12785,1044,2753,3182
PBANKA_1339200,811,1448,1355,41,136,118
PBANKA_1430600,10542,13220,11861,1537,4012,5237
PBANKA_0914200,11032,15504,15777,687,1547,1723
PBANKA_0203900,2460,2746,2050,57,196,183
PBANKA_0211300,3750,5324,4235,292,736,798
PBANKA_0518500,15907,19334,18337,2341,4228,5072
PBANKA_0915900,1189,1502,1309,62,168,201
PBANKA_1137500,4899,6734,6236,714,2097,2325
PBANKA_1111300,1149,1661,1623,92,354,427
PBANKA_1439300,7456,8724,9274,565,1374,1693
PBANKA_0504100,2425,2627,2727,259,622,941
PBANKA_1364100,5346,7227,5629,408,1015,972
PBANKA_0702100,4434,5641,5347,473,1269,1230
PBANKA_1207400,3143,3690,3904,452,744,895
PBANKA_0834200,1978,2519,2125,84,244,276
PBANKA_1206100,7233,13045,10262,591,1669,1640
PBANKA_1116300,4916,7881,6663,494,1297,1136
PBANKA_0415000,6466,11027,9076,674,1712,1537
PBANKA_1211600,8231,11745,9695,555,1369,1212
PBANKA_1446500,30603,56780,44127,3150,7130,5997
PBANKA_1304100,0,0,0,0,0,0
PBANKA_0622300,2093,3407,2543,211,631,668
PBANKA_1323800,35798,42724,38921,2912,5658,6795
PBANKA_1117800,2081,3852,2945,211,783,626
PBANKA_1021800,307,660,480,28,80,75
PBANKA_0804321,28,31,56,8,23,63
PBANKA_1336900,13443,18552,14450,935,2054,2050
PBANKA_1359500,8123,10357,11252,1390,2404,2933
PBANKA_0401300,1546,2505,1992,81,434,341
PBANKA_0932100,5109,7613,7014,816,1727,1837
PBANKA_0513200,1866,2420,2456,113,268,324
PBANKA_1350900,860,1749,1331,65,305,278
PBANKA_0801700,6548,8139,7379,529,1127,1135
PBANKA_0103800,1149,2862,1676,123,383,226
